Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Ibagu‚, Plaza La 21;3003
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;La Ceja (Antioquia);3215
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Medell¡n, Central Mayorista de Antioquia;3095
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";3027
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Monter¡a, Mercado del Sur;2722
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Neiva, Surabastos;2875
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Palmira (Valle del Cauca);3041
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Pamplona (Norte de Santander);4533
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Pereira, La 41;2775
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Pereira, Mercasa;2852
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Popay n, Plaza de mercado del barrio Bol¡var;2969
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Rionegro (Antioquia);3585
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;San Gil (Santander);1750
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Santa B rbara (Antioquia);1891
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Santa Marta (Magdalena);5083
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Sincelejo, Nuevo Mercado;2536
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Socorro (Santander);1600
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Tibasosa (Boyac ), Coomproriente;4472
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Tulu  (Valle del Cauca);2909
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Tunja, Complejo de Servicios del Sur;4549
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Valledupar, Mercabastos;3498
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Villavicencio, CAV;4548
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde;Yopal (Casanare);4303
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde ecuatoriano;Bogot , D.C., Corabastos;3417
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde ecuatoriano;Ipiales (Nari¤o), Ipiales somos todos;2863
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde ecuatoriano;Pasto, El Potrerillo;2925
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde ecuatoriano;Popay n, Plaza de mercado del barrio Bol¡var;3131
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde ecuatoriano;T£querres (Nari¤o);2815
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde Eje Cafetero;Medell¡n, Central Mayorista de Antioquia;3784
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Pl tano hart¢n verde llanero;Bogot , D.C., Corabastos;5297
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Buenaventura (Valle del Cauca);5046
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Cali, Cavasa;4167
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Ipiales (Nari¤o), Ipiales somos todos;3222
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Pasto, El Potrerillo;2839
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Popay n, Plaza de mercado del barrio Bol¡var;3599
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Ulluco;T£querres (Nari¤o);2543
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Buenaventura (Valle del Cauca);2652
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Ibagu‚, Plaza La 21;2204
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;La Ceja (Antioquia);1908
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Rionegro (Antioquia);1713
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Arauca (Arauca);2536
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Barranquilla, Barranquillita;1746
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Barranquilla, Granabastos;1740
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Bucaramanga, Centroabastos;2159
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Bucaramanga, Mercados del centro;2083
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Cartagena, Bazurto;1519
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;C£cuta, Cenabastos;3296
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Medell¡n, Central Mayorista de Antioquia;2071
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";1866
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Monter¡a, Mercado del Sur;1253
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Pamplona (Norte de Santander);2644
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;San Gil (Santander);2500
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Santa Marta (Magdalena);1875
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Sincelejo, Nuevo Mercado;1414
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Socorro (Santander);1900
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Valledupar, Mercabastos;1192
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca criolla;Valledupar, Mercado Nuevo;1139
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Armenia, Mercar;2185
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Armenia, Retiro;2148
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Cali, Cavasa;2179
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Cali, Santa Elena;2145
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Cartago (Valle del Cauca);2229
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Florencia (Caquet );2287
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Manizales, Centro Galer¡as;2512
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Neiva, Surabastos;3701
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Palmira (Valle del Cauca);2113
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Pasto, El Potrerillo;2075
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Pereira, La 41;2010
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Pereira, Mercasa;1986
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Popay n, Plaza de mercado del barrio Bol¡var;2993
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca ICA;Tulu  (Valle del Cauca);1926
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca llanera;Bogot , D.C., Corabastos;2559
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca llanera;Chiquinquir  (Boyac );2444
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca llanera;Duitama (Boyac ), Mercaplaza;2264
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca llanera;Tibasosa (Boyac ), Coomproriente;2386
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca llanera;Tunja, Complejo de Servicios del Sur;2389
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca llanera;Villavicencio, CAV;2124
1/02/2023;TUBERCULOS, RAICES Y PLATANOS;Yuca llanera;Yopal (Casanare);2033
1/02/2023;GRANOS Y CEREALES;Arroz blanco importado;Pasto, El Potrerillo;4015
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Armenia, Mercar;5173
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Barranquilla, Barranquillita;4019
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Barranquilla, Granabastos;4008
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Bogot , D.C., Corabastos;3868
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Bogot , D.C., Paloquemao;4424
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Bogot , D.C., Plaza Espa¤a;4379
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Bogot , D.C., Plaza Las Flores;3926
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Bucaramanga, Mercados del centro;4310
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Buenaventura (Valle del Cauca);4335
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Cali, La Floresta;3961
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Cali, Santa Elena;3836
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Cali, Silo‚;4043
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Cartagena, Bazurto;4061
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Cartago (Valle del Cauca);4107
1/02/2023;GRANOS Y CEREALES;Arroz de primera;C£cuta, Cenabastos;4250
1/02/2023;GRANOS Y CEREALES;Arroz de primera;C£cuta, La Nueva Sexta;4164
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Florencia (Caquet );4083
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Manizales, Centro Galer¡as;4340
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Medell¡n, Central Mayorista de Antioquia;4023
1/02/2023;GRANOS Y CEREALES;Arroz de primera;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";4074
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Monter¡a, Mercado del Sur;3903
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Neiva, Surabastos;4020
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Palmira (Valle del Cauca);3991
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Pamplona (Norte de Santander);4200
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Pasto, El Potrerillo;4423
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Pereira, Mercasa;4261
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Popay n, Plaza de mercado del barrio Bol¡var;3440
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Santa Marta (Magdalena);3743
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Sincelejo, Nuevo Mercado;3627
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Tulu  (Valle del Cauca);3885
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Tunja, Complejo de Servicios del Sur;3883
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Valledupar, Mercado Nuevo;3695
1/02/2023;GRANOS Y CEREALES;Arroz de primera;Villavicencio, CAV;4050
1/02/2023;GRANOS Y CEREALES;Arroz de segunda;Barranquilla, Barranquillita;3819
1/02/2023;GRANOS Y CEREALES;Arroz de segunda;Barranquilla, Granabastos;3742
1/02/2023;GRANOS Y CEREALES;Arroz de segunda;Bogot , D.C., Corabastos;3718
1/02/2023;GRANOS Y CEREALES;Arroz de segunda;Cartagena, Bazurto;3759
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Barranquilla, Barranquillita;4330
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Barranquilla, Granabastos;4430
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Bucaramanga, Centroabastos;4316
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Cartagena, Bazurto;4267
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Ibagu‚, Plaza La 21;3896
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Monter¡a, Mercado del Sur;4350
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Santa Marta (Magdalena);3898
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Sincelejo, Nuevo Mercado;4105
1/02/2023;GRANOS Y CEREALES;Arroz excelso;Valledupar, Mercado Nuevo;4227
1/02/2023;GRANOS Y CEREALES;Arroz sopa cristal;Bucaramanga, Centroabastos;3415
1/02/2023;GRANOS Y CEREALES;Arroz sopa cristal;Bucaramanga, Mercados del centro;3308
1/02/2023;GRANOS Y CEREALES;Arveja amarilla seca importada;Bucaramanga, Centroabastos;5001
1/02/2023;GRANOS Y CEREALES;Arveja amarilla seca importada;C£cuta, Cenabastos;4283
1/02/2023;GRANOS Y CEREALES;Arveja amarilla seca importada;Ibagu‚, Plaza La 21;4133
1/02/2023;GRANOS Y CEREALES;Arveja amarilla seca importada;Pamplona (Norte de Santander);4942
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Armenia, Mercar;4670
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Bogot , D.C., Corabastos;4303
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Bogot , D.C., Paloquemao;5262
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Bogot , D.C., Plaza Espa¤a;5313
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Bucaramanga, Centroabastos;4954
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Bucaramanga, Mercados del centro;4938
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Buenaventura (Valle del Cauca);3738
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Cali, La Floresta;5027
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Cali, Santa Elena;4680
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Cali, Silo‚;4773
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Cartagena, Bazurto;4542
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;C£cuta, Cenabastos;4310
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Manizales, Centro Galer¡as;4694
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Medell¡n, Central Mayorista de Antioquia;4468
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";4118
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Palmira (Valle del Cauca);4781
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Pamplona (Norte de Santander);4947
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Pasto, El Potrerillo;3578
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Pereira, Mercasa;4796
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Popay n, Plaza de mercado del barrio Bol¡var;4643
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Santa Marta (Magdalena);5190
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Tulu  (Valle del Cauca);4162
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Tunja, Complejo de Servicios del Sur;4471
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Valledupar, Mercado Nuevo;5750
1/02/2023;GRANOS Y CEREALES;Arveja verde seca importada;Villavicencio, CAV;4826
1/02/2023;GRANOS Y CEREALES;Cuchuco de cebada;Bucaramanga, Centroabastos;4279
1/02/2023;GRANOS Y CEREALES;Cuchuco de cebada;Bucaramanga, Mercados del centro;3917
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Bucaramanga, Centroabastos;4299
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Bucaramanga, Mercados del centro;3957
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Cali, La Floresta;2500
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Cali, Santa Elena;2545
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Cali, Silo‚;2673
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Cartago (Valle del Cauca);2301
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Florencia (Caquet );3249
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Ibagu‚, Plaza La 21;3285
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Monter¡a, Mercado del Sur;2400
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Popay n, Plaza de mercado del barrio Bol¡var;2745
1/02/2023;GRANOS Y CEREALES;Cuchuco de ma¡z;Sincelejo, Nuevo Mercado;3075
1/02/2023;GRANOS Y CEREALES;Fr¡jol bol¢n;Armenia, Mercar;15367
1/02/2023;GRANOS Y CEREALES;Fr¡jol bol¢n;Bogot , D.C., Corabastos;14640
1/02/2023;GRANOS Y CEREALES;Fr¡jol bol¢n;Bogot , D.C., Plaza Espa¤a;16174
1/02/2023;GRANOS Y CEREALES;Fr¡jol bol¢n;Bogot , D.C., Plaza Las Flores;16060
1/02/2023;GRANOS Y CEREALES;Fr¡jol bol¢n;Cartago (Valle del Cauca);17041
1/02/2023;GRANOS Y CEREALES;Fr¡jol bol¢n;Pereira, Mercasa;17340
1/02/2023;GRANOS Y CEREALES;Fr¡jol bol¢n;Popay n, Plaza de mercado del barrio Bol¡var;12524
1/02/2023;GRANOS Y CEREALES;Fr¡jol bol¢n;Tulu  (Valle del Cauca);16051
1/02/2023;GRANOS Y CEREALES;Fr¡jol bol¢n;Tunja, Complejo de Servicios del Sur;13200
1/02/2023;GRANOS Y CEREALES;Fr¡jol bol¢n;Villavicencio, CAV;17245
1/02/2023;GRANOS Y CEREALES;Fr¡jol cabeza negra importado;Barranquilla, Barranquillita;5783
1/02/2023;GRANOS Y CEREALES;Fr¡jol cabeza negra importado;Cartagena, Bazurto;6896
1/02/2023;GRANOS Y CEREALES;Fr¡jol cabeza negra importado;Santa Marta (Magdalena);7065
1/02/2023;GRANOS Y CEREALES;Fr¡jol cabeza negra nacional;Barranquilla, Granabastos;5817
1/02/2023;GRANOS Y CEREALES;Fr¡jol cabeza negra nacional;Monter¡a, Mercado del Sur;5188
1/02/2023;GRANOS Y CEREALES;Fr¡jol cabeza negra nacional;Sincelejo, Nuevo Mercado;6248
1/02/2023;GRANOS Y CEREALES;Fr¡jol cabeza negra nacional;Valledupar, Mercado Nuevo;5958
1/02/2023;GRANOS Y CEREALES;Fr¡jol calima;Buenaventura (Valle del Cauca);10198
1/02/2023;GRANOS Y CEREALES;Fr¡jol calima;Cali, La Floresta;11508
1/02/2023;GRANOS Y CEREALES;Fr¡jol calima;Cali, Santa Elena;11913
1/02/2023;GRANOS Y CEREALES;Fr¡jol calima;Cali, Silo‚;12293
1/02/2023;GRANOS Y CEREALES;Fr¡jol calima;Palmira (Valle del Cauca);11989
1/02/2023;GRANOS Y CEREALES;Fr¡jol calima;Popay n, Plaza de mercado del barrio Bol¡var;10115
1/02/2023;GRANOS Y CEREALES;Fr¡jol calima;Tulu  (Valle del Cauca);11189
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto blanco;El Carmen de Viboral (Antioquia);12563
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto blanco;Marinilla (Antioquia);11469
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto blanco;Medell¡n, Central Mayorista de Antioquia;12844
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto blanco;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";12819
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto blanco;Pe¤ol (Antioquia);11500
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto blanco;San Vicente (Antioquia);12169
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Armenia, Mercar;16219
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Bogot , D.C., Corabastos;12813
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Bogot , D.C., Paloquemao;14160
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Bogot , D.C., Plaza Espa¤a;15725
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Bogot , D.C., Plaza Las Flores;14732
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Cartago (Valle del Cauca);13901
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;El Carmen de Viboral (Antioquia);11681
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Ibagu‚, Plaza La 21;12184
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Manizales, Centro Galer¡as;15154
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Marinilla (Antioquia);10844
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Medell¡n, Central Mayorista de Antioquia;11925
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";12281
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Pe¤ol (Antioquia);11063
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Pereira, Mercasa;13227
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;San Vicente (Antioquia);11019
1/02/2023;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Villavicencio, CAV;15281
1/02/2023;GRANOS Y CEREALES;Fr¡jol nima calima;Bogot , D.C., Paloquemao;12151
1/02/2023;GRANOS Y CEREALES;Fr¡jol nima calima;Bogot , D.C., Plaza Espa¤a;11977
1/02/2023;GRANOS Y CEREALES;Fr¡jol nima calima;Cartago (Valle del Cauca);11439
1/02/2023;GRANOS Y CEREALES;Fr¡jol nima calima;Florencia (Caquet );10623
1/02/2023;GRANOS Y CEREALES;Fr¡jol nima calima;Manizales, Centro Galer¡as;12878
1/02/2023;GRANOS Y CEREALES;Fr¡jol nima calima;Medell¡n, Central Mayorista de Antioquia;11719
1/02/2023;GRANOS Y CEREALES;Fr¡jol nima calima;Neiva, Surabastos;11378
1/02/2023;GRANOS Y CEREALES;Fr¡jol palomito importado;Barranquilla, Barranquillita;7358
1/02/2023;GRANOS Y CEREALES;Fr¡jol palomito importado;Barranquilla, Granabastos;7188
1/02/2023;GRANOS Y CEREALES;Fr¡jol palomito importado;Cartagena, Bazurto;7708
1/02/2023;GRANOS Y CEREALES;Fr¡jol palomito importado;Santa Marta (Magdalena);8201
1/02/2023;GRANOS Y CEREALES;Fr¡jol radical;Bogot , D.C., Paloquemao;9529
1/02/2023;GRANOS Y CEREALES;Fr¡jol radical;Bucaramanga, Centroabastos;8718
1/02/2023;GRANOS Y CEREALES;Fr¡jol radical;Medell¡n, Central Mayorista de Antioquia;8806
1/02/2023;GRANOS Y CEREALES;Fr¡jol Uribe rosado;Cartago (Valle del Cauca);10880
1/02/2023;GRANOS Y CEREALES;Fr¡jol Uribe rosado;Pereira, Mercasa;12720
1/02/2023;GRANOS Y CEREALES;Fr¡jol Zaragoza;Barranquilla, Barranquillita;8783
1/02/2023;GRANOS Y CEREALES;Fr¡jol Zaragoza;Barranquilla, Granabastos;8704
1/02/2023;GRANOS Y CEREALES;Fr¡jol Zaragoza;Cartagena, Bazurto;9292
1/02/2023;GRANOS Y CEREALES;Fr¡jol Zaragoza;C£cuta, Cenabastos;9392
1/02/2023;GRANOS Y CEREALES;Fr¡jol Zaragoza;C£cuta, La Nueva Sexta;9208
1/02/2023;GRANOS Y CEREALES;Fr¡jol Zaragoza;Monter¡a, Mercado del Sur;8150
1/02/2023;GRANOS Y CEREALES;Fr¡jol Zaragoza;Santa Marta (Magdalena);10010
1/02/2023;GRANOS Y CEREALES;Fr¡jol Zaragoza;Sincelejo, Nuevo Mercado;8725
1/02/2023;GRANOS Y CEREALES;Fr¡jol Zaragoza;Valledupar, Mercado Nuevo;9417
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Arauca (Arauca);6442
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Armenia, Mercar;8884
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Bogot , D.C., Corabastos;8690
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Bogot , D.C., Paloquemao;9561
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Bogot , D.C., Plaza Espa¤a;9571
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Bogot , D.C., Plaza Las Flores;9673
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Bucaramanga, Centroabastos;7143
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Bucaramanga, Mercados del centro;7812
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Cartago (Valle del Cauca);6881
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;C£cuta, Cenabastos;7025
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;C£cuta, La Nueva Sexta;7575
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Medell¡n, Central Mayorista de Antioquia;7397
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";6872
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Neiva, Surabastos;7190
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Pamplona (Norte de Santander);7558
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Pereira, Mercasa;7527
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Tunja, Complejo de Servicios del Sur;9300
1/02/2023;GRANOS Y CEREALES;Garbanzo importado;Villavicencio, CAV;7200
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Arauca (Arauca);8028
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Armenia, Mercar;7871
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Barranquilla, Barranquillita;6767
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Barranquilla, Granabastos;6850
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Bogot , D.C., Corabastos;6888
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Bogot , D.C., Paloquemao;7271
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Bogot , D.C., Plaza Espa¤a;7466
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Bogot , D.C., Plaza Las Flores;7527
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Bucaramanga, Centroabastos;7717
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Bucaramanga, Mercados del centro;7529
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca);5905
1/02/2023;GRANOS Y CEREALES;Lenteja importada;Cali, La Floresta;6433
