Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Armenia, Mercar;1706
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Bogot , D.C., Corabastos;906
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Bucaramanga, Centroabastos;2000
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Chiquinquir  (Boyac );1722
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Duitama (Boyac ), Mercaplaza;1858
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Florencia (Caquet );2733
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Ibagu‚, Plaza La 21;1840
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Ipiales (Nari¤o), Ipiales somos todos;1808
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Medell¡n, Central Mayorista de Antioquia;1955
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Neiva, Surabastos;2403
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Pamplona (Norte de Santander);4250
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Pasto, El Potrerillo;3375
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Pereira, Mercasa;2708
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Tibasosa (Boyac ), Coomproriente;2000
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Tunja, Complejo de Servicios del Sur;2038
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Villavicencio, CAV;1950
1/01/2023;VERDURAS Y HORTALIZAS;Acelga;Yopal (Casanare);2000
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Armenia, Mercar;1267
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Bogot , D.C., Corabastos;2130
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Bucaramanga, Centroabastos;1369
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);2137
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Cavasa;1631
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Santa Elena;1581
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Cartago (Valle del Cauca);1774
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;C£cuta, Cenabastos;1658
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Duitama (Boyac ), Mercaplaza;1245
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Ibagu‚, Plaza La 21;1681
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Manizales, Centro Galer¡as;1970
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Medell¡n, Central Mayorista de Antioquia;1262
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";1415
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Monter¡a, Mercado del Sur;1570
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Palmira (Valle del Cauca);1778
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Pamplona (Norte de Santander);1727
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, La 41;1678
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, Mercasa;1489
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Popay n, Plaza de mercado del barrio Bol¡var;1978
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;San Gil (Santander);1500
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Sincelejo, Nuevo Mercado;1298
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Socorro (Santander);1500
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Tibasosa (Boyac ), Coomproriente;784
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Tulu  (Valle del Cauca);1708
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Tunja, Complejo de Servicios del Sur;938
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercabastos;1374
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercado Nuevo;1333
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyama;Yopal (Casanare);1563
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Arauca (Arauca);1378
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Bogot , D.C., Corabastos;1038
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Bucaramanga, Centroabastos;929
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Chiquinquir  (Boyac );1171
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Duitama (Boyac ), Mercaplaza;1358
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Florencia (Caquet );1640
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Ibagu‚, Plaza La 21;1583
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Neiva, Surabastos;1263
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Pamplona (Norte de Santander);1746
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);San Gil (Santander);1056
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Tibasosa (Boyac ), Coomproriente;1097
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Tunja, Complejo de Servicios del Sur;1881
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Villavicencio, CAV;1340
1/01/2023;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Yopal (Casanare);1613
1/01/2023;VERDURAS Y HORTALIZAS;Aj¡ topito dulce;Cartagena, Bazurto;5616
1/01/2023;VERDURAS Y HORTALIZAS;Aj¡ topito dulce;Medell¡n, Central Mayorista de Antioquia;5368
1/01/2023;VERDURAS Y HORTALIZAS;Aj¡ topito dulce;Monter¡a, Mercado del Sur;5964
1/01/2023;VERDURAS Y HORTALIZAS;Aj¡ topito dulce;Sincelejo, Nuevo Mercado;5798
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Bogot , D.C., Corabastos;12805
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Chiquinquir  (Boyac );5300
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;C£cuta, Cenabastos;4065
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Duitama (Boyac ), Mercaplaza;5283
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Ipiales (Nari¤o), Ipiales somos todos;9083
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Manizales, Centro Galer¡as;8796
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Medell¡n, Central Mayorista de Antioquia;10974
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Pamplona (Norte de Santander);4375
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Pasto, El Potrerillo;9448
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Pereira, La 41;9407
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Pereira, Mercasa;9157
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;San Gil (Santander);11556
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Tibasosa (Boyac ), Coomproriente;4944
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Tunja, Complejo de Servicios del Sur;4541
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;T£querres (Nari¤o);9714
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Villavicencio, CAV;6469
1/01/2023;VERDURAS Y HORTALIZAS;Ajo;Yopal (Casanare);7844
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Arauca (Arauca);7061
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Armenia, Mercar;11487
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Barranquillita;6536
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Granabastos;6673
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Bogot , D.C., Corabastos;6414
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Bucaramanga, Centroabastos;6981
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);7374
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Cavasa;6161
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Santa Elena;5989
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Cartagena, Bazurto;6476
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Cartago (Valle del Cauca);6730
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;C£cuta, Cenabastos;6647
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Ibagu‚, Plaza La 21;7122
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Ipiales (Nari¤o), Ipiales somos todos;6657
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Manizales, Centro Galer¡as;7463
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Medell¡n, Central Mayorista de Antioquia;6363
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";6172
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Monter¡a, Mercado del Sur;6000
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Neiva, Surabastos;6284
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Palmira (Valle del Cauca);6161
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Pasto, El Potrerillo;6192
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, La 41;7289
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, Mercasa;6444
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Popay n, Plaza de mercado del barrio Bol¡var;6488
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Sincelejo, Nuevo Mercado;6214
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Tulu  (Valle del Cauca);6785
1/01/2023;VERDURAS Y HORTALIZAS;Ajo importado;Valledupar, Mercabastos;6402
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Arauca (Arauca);2690
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Armenia, Mercar;1013
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Barranquillita;1894
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Granabastos;1819
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Bogot , D.C., Corabastos;942
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Bucaramanga, Centroabastos;1127
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Cali, Cavasa;1452
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Cali, Santa Elena;1208
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Cartagena, Bazurto;1844
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Cartago (Valle del Cauca);2107
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Chiquinquir  (Boyac );958
1/01/2023;VERDURAS Y HORTALIZAS;Apio;C£cuta, Cenabastos;1724
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Duitama (Boyac ), Mercaplaza;1521
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Ibagu‚, Plaza La 21;1668
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Ipiales (Nari¤o), Ipiales somos todos;2158
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Manizales, Centro Galer¡as;1757
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Marinilla (Antioquia);1100
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Medell¡n, Central Mayorista de Antioquia;1218
1/01/2023;VERDURAS Y HORTALIZAS;Apio;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";1616
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Monter¡a, Mercado del Sur;1625
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Neiva, Surabastos;1708
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Palmira (Valle del Cauca);2093
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Pamplona (Norte de Santander);2208
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Pereira, La 41;2250
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Pereira, Mercasa;2303
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Rionegro (Antioquia);1778
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Santa Marta (Magdalena);2573
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Sincelejo, Nuevo Mercado;1580
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Tibasosa (Boyac ), Coomproriente;1255
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Tulu  (Valle del Cauca);2106
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Tunja, Complejo de Servicios del Sur;1161
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Valledupar, Mercabastos;2123
1/01/2023;VERDURAS Y HORTALIZAS;Apio;Villavicencio, CAV;2067
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Arauca (Arauca);6806
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Armenia, Mercar;5108
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Barranquillita;10033
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Granabastos;9046
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bogot , D.C., Corabastos;6134
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bucaramanga, Centroabastos;5473
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cartago (Valle del Cauca);5123
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Chiquinquir  (Boyac );5533
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;C£cuta, Cenabastos;7238
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Duitama (Boyac ), Mercaplaza;5450
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Carmen de Viboral (Antioquia);5781
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Santuario (Antioquia);5504
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ibagu‚, Plaza La 21;4601
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;La Ceja (Antioquia);6031
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Manizales, Centro Galer¡as;5404
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Medell¡n, Central Mayorista de Antioquia;5440
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";6111
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Neiva, Surabastos;4895
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Palmira (Valle del Cauca);4228
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pamplona (Norte de Santander);5745
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, La 41;4873
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, Mercasa;4824
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Rionegro (Antioquia);6082
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Gil (Santander);6393
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Vicente (Antioquia);5867
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Socorro (Santander);6150
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sons¢n (Antioquia);4531
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tibasosa (Boyac ), Coomproriente;5475
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tulu  (Valle del Cauca);4716
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tunja, Complejo de Servicios del Sur;4995
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Villavicencio, CAV;5773
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Yopal (Casanare);6089
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Bogot , D.C., Corabastos;5143
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Cavasa;4150
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Santa Elena;4606
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;La Uni¢n (Nari¤o);3688
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Medell¡n, Central Mayorista de Antioquia;4931
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Pasto, El Potrerillo;3492
1/01/2023;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Popay n, Plaza de mercado del barrio Bol¡var;4403
1/01/2023;VERDURAS Y HORTALIZAS;Berenjena;Barranquilla, Barranquillita;2952
1/01/2023;VERDURAS Y HORTALIZAS;Berenjena;Bogot , D.C., Corabastos;3216
1/01/2023;VERDURAS Y HORTALIZAS;Berenjena;Manizales, Centro Galer¡as;3000
1/01/2023;VERDURAS Y HORTALIZAS;Berenjena;Medell¡n, Central Mayorista de Antioquia;2975
1/01/2023;VERDURAS Y HORTALIZAS;Berenjena;Monter¡a, Mercado del Sur;1877
1/01/2023;VERDURAS Y HORTALIZAS;Berenjena;Pereira, Mercasa;2969
1/01/2023;VERDURAS Y HORTALIZAS;Berenjena;Sincelejo, Nuevo Mercado;2278
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Armenia, Mercar;2083
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Barranquilla, Barranquillita;8000
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Barranquilla, Granabastos;7804
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Bogot , D.C., Corabastos;4797
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Bucaramanga, Centroabastos;5786
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Cali, Santa Elena;3093
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Cartagena, Bazurto;7847
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Chiquinquir  (Boyac );2083
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;C£cuta, Cenabastos;5559
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Duitama (Boyac ), Mercaplaza;2650
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Ibagu‚, Plaza La 21;2603
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Ipiales (Nari¤o), Ipiales somos todos;1292
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Manizales, Centro Galer¡as;4272
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Marinilla (Antioquia);1731
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Medell¡n, Central Mayorista de Antioquia;2680
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";3570
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Neiva, Surabastos;6485
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Palmira (Valle del Cauca);2381
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Pamplona (Norte de Santander);4563
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Pasto, El Potrerillo;1731
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Pereira, Mercasa;2649
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Tibasosa (Boyac ), Coomproriente;2659
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Tunja, Complejo de Servicios del Sur;2615
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;T£querres (Nari¤o);1139
1/01/2023;VERDURAS Y HORTALIZAS;Br¢coli;Villavicencio, CAV;1564
1/01/2023;VERDURAS Y HORTALIZAS;Calabac¡n;Bucaramanga, Centroabastos;4000
1/01/2023;VERDURAS Y HORTALIZAS;Calabac¡n;Duitama (Boyac ), Mercaplaza;1354
1/01/2023;VERDURAS Y HORTALIZAS;Calabac¡n;Medell¡n, Central Mayorista de Antioquia;2798
1/01/2023;VERDURAS Y HORTALIZAS;Calabac¡n;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";3309
1/01/2023;VERDURAS Y HORTALIZAS;Calabac¡n;Tibasosa (Boyac ), Coomproriente;1138
1/01/2023;VERDURAS Y HORTALIZAS;Calabac¡n;Tunja, Complejo de Servicios del Sur;786
1/01/2023;VERDURAS Y HORTALIZAS;Calabaza;Bogot , D.C., Corabastos;631
1/01/2023;VERDURAS Y HORTALIZAS;Calabaza;C£cuta, Cenabastos;1112
1/01/2023;VERDURAS Y HORTALIZAS;Calabaza;Medell¡n, Central Mayorista de Antioquia;1022
1/01/2023;VERDURAS Y HORTALIZAS;Calabaza;Villavicencio, CAV;1092
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Arauca (Arauca);4175
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Armenia, Mercar;4123
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Barranquillita;4200
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Granabastos;4207
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bogot , D.C., Corabastos;3889
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bucaramanga, Centroabastos;4001
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartagena, Bazurto;4384
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartago (Valle del Cauca);4430
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Chiquinquir  (Boyac );3640
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;C£cuta, Cenabastos;4496
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Duitama (Boyac ), Mercaplaza;3933
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Florencia (Caquet );4482
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ibagu‚, Plaza La 21;4128
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Manizales, Centro Galer¡as;4083
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Medell¡n, Central Mayorista de Antioquia;4237
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";4238
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Monter¡a, Mercado del Sur;4404
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pamplona (Norte de Santander);3608
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, La 41;4183
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, Mercasa;3964
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Rionegro (Antioquia);4339
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;San Gil (Santander);3939
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Santa Marta (Magdalena);4744
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sincelejo, Nuevo Mercado;4384
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Socorro (Santander);4038
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tibasosa (Boyac ), Coomproriente;3775
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tunja, Complejo de Servicios del Sur;3535
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Valledupar, Mercabastos;4494
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Villavicencio, CAV;4208
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Yopal (Casanare);4521
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);4373
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Cavasa;3999
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Santa Elena;3752
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Neiva, Surabastos;3880
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Palmira (Valle del Cauca);4107
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Cali, Cavasa;4366
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Ipiales (Nari¤o), Ipiales somos todos;3636
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Palmira (Valle del Cauca);4837
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Pasto, El Potrerillo;3432
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Popay n, Plaza de mercado del barrio Bol¡var;4466
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;T£querres (Nari¤o);2083
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Arauca (Arauca);2909
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Bogot , D.C., Corabastos;3003
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;C£cuta, Cenabastos;2809
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Florencia (Caquet );2825
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Neiva, Surabastos;2627
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Pereira, Mercasa;2564
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Santa Marta (Magdalena);3060
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Sincelejo, Nuevo Mercado;2325
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Tibasosa (Boyac ), Coomproriente;2727
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Tunja, Complejo de Servicios del Sur;2688
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercabastos;2689
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercado Nuevo;2689
1/01/2023;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Bucaramanga, Centroabastos;2629
