Fecha;Grupo;Producto;Fuente;Precio_por_kilogramo
1/02/2019;FRUTAS;Papaya tainung;Bogotá, D.C., Corabastos;2446
1/02/2019;FRUTAS;Papaya tainung;Cartagena, Bazurto;1560
1/02/2019;FRUTAS;Papaya tainung;Florencia (Caquetá);1125
1/02/2019;FRUTAS;Papaya tainung;Medellín, Central Mayorista de Antioquia;1000
1/02/2019;FRUTAS;Papaya tainung;"Medellín, Plaza Minorista ""José María Villa""";1088
1/02/2019;FRUTAS;Papaya tainung;Montería, Mercado del Sur;754
1/02/2019;FRUTAS;Papaya tainung;Santa Marta (Magdalena);850
1/02/2019;FRUTAS;Papaya tainung;Sincelejo, Nuevo Mercado;738
1/02/2019;FRUTAS;Papaya tainung;Valledupar, Mercado Nuevo;819
1/02/2019;FRUTAS;Papaya tainung;Villavicencio, CAV;1362
1/02/2019;FRUTAS;Patilla;Armenia, Mercar;867
1/02/2019;FRUTAS;Patilla;Barranquilla, Barranquillita;971
1/02/2019;FRUTAS;Patilla;Bogotá, D.C., Corabastos;827
1/02/2019;FRUTAS;Patilla;Bucaramanga, Centroabastos;938
1/02/2019;FRUTAS;Patilla;Cali, Cavasa;980
1/02/2019;FRUTAS;Patilla;Cali, Santa Helena;908
1/02/2019;FRUTAS;Patilla;Cartagena, Bazurto;808
1/02/2019;FRUTAS;Patilla;Cartago (Valle del Cauca);900
1/02/2019;FRUTAS;Patilla;Cúcuta, Cenabastos;906
1/02/2019;FRUTAS;Patilla;Ibagué, Plaza La 21;846
1/02/2019;FRUTAS;Patilla;Medellín, Central Mayorista de Antioquia;759
1/02/2019;FRUTAS;Patilla;"Medellín, Plaza Minorista ""José María Villa""";850
1/02/2019;FRUTAS;Patilla;Montería, Mercado del Sur;863
1/02/2019;FRUTAS;Patilla;Palmira (Valle del Cauca);1009
1/02/2019;FRUTAS;Patilla;Pasto, El Potrerillo;1044
1/02/2019;FRUTAS;Patilla;Pereira, La 41;1000
1/02/2019;FRUTAS;Patilla;Popayán, Plaza de mercado del barrio Bolívar;1159
1/02/2019;FRUTAS;Patilla;Rionegro (Antioquia);974
1/02/2019;FRUTAS;Patilla;San Gil (Santander);967
1/02/2019;FRUTAS;Patilla;Santa Marta (Magdalena);982
1/02/2019;FRUTAS;Patilla;Sincelejo, Nuevo Mercado;770
1/02/2019;FRUTAS;Patilla;Socorro (Santander);967
1/02/2019;FRUTAS;Patilla;Tuluá (Valle del Cauca);1067
1/02/2019;FRUTAS;Patilla;Valledupar, Mercado Nuevo;781
1/02/2019;FRUTAS;Patilla;Villavicencio, CAV;900
1/02/2019;FRUTAS;Patilla baby;Bucaramanga, Centroabastos;2958
1/02/2019;FRUTAS;Patilla baby;Medellín, Central Mayorista de Antioquia;2642
1/02/2019;FRUTAS;Pera importada;Armenia, Mercar;5267
1/02/2019;FRUTAS;Pera importada;Bogotá, D.C., Corabastos;5084
1/02/2019;FRUTAS;Pera importada;Bucaramanga, Centroabastos;5291
1/02/2019;FRUTAS;Pera importada;Buenaventura (Valle del Cauca);6458
1/02/2019;FRUTAS;Pera importada;Cali, Cavasa;5518
1/02/2019;FRUTAS;Pera importada;Cali, Santa Helena;5537
1/02/2019;FRUTAS;Pera importada;Cartagena, Bazurto;4408
1/02/2019;FRUTAS;Pera importada;Cartago (Valle del Cauca);5697
1/02/2019;FRUTAS;Pera importada;Chiquinquirá (Boyacá);5877
1/02/2019;FRUTAS;Pera importada;Cúcuta, Cenabastos;5391
1/02/2019;FRUTAS;Pera importada;Duitama (Boyacá);5636
1/02/2019;FRUTAS;Pera importada;Florencia (Caquetá);5237
1/02/2019;FRUTAS;Pera importada;Ibagué, Plaza La 21;5329
1/02/2019;FRUTAS;Pera importada;La Unión (Nariño);5417
1/02/2019;FRUTAS;Pera importada;Manizales, Centro Galerías;5523
1/02/2019;FRUTAS;Pera importada;Medellín, Central Mayorista de Antioquia;5022
1/02/2019;FRUTAS;Pera importada;Montería, Mercado del Sur;5328
1/02/2019;FRUTAS;Pera importada;Neiva, Surabastos;5676
1/02/2019;FRUTAS;Pera importada;Palmira (Valle del Cauca);5567
1/02/2019;FRUTAS;Pera importada;Pamplona (Norte de Santander);6000
1/02/2019;FRUTAS;Pera importada;Pasto, El Potrerillo;4890
1/02/2019;FRUTAS;Pera importada;Pereira, La 41;4679
1/02/2019;FRUTAS;Pera importada;Pereira, Mercasa;5001
1/02/2019;FRUTAS;Pera importada;Popayán, Plaza de mercado del barrio Bolívar;5929
1/02/2019;FRUTAS;Pera importada;Rionegro (Antioquia);5664
1/02/2019;FRUTAS;Pera importada;San Gil (Santander);6125
1/02/2019;FRUTAS;Pera importada;Sincelejo, Nuevo Mercado;5159
1/02/2019;FRUTAS;Pera importada;Socorro (Santander);5917
1/02/2019;FRUTAS;Pera importada;Sogamoso (Boyacá);6368
1/02/2019;FRUTAS;Pera importada;Tuluá (Valle del Cauca);5641
1/02/2019;FRUTAS;Pera importada;Tunja, Complejo de Servicios del Sur;5629
1/02/2019;FRUTAS;Pera importada;Valledupar, Mercado Nuevo;5177
1/02/2019;FRUTAS;Pera importada;Villavicencio, CAV;5057
1/02/2019;FRUTAS;Pera importada;Yopal (Casanare);7031
1/02/2019;FRUTAS;Pera nacional;Bogotá, D.C., Corabastos;2120
1/02/2019;FRUTAS;Pera nacional;Medellín, Central Mayorista de Antioquia;2031
1/02/2019;FRUTAS;Pera nacional;San Gil (Santander);2333
1/02/2019;FRUTAS;Pera nacional;Sogamoso (Boyacá);2394
1/02/2019;FRUTAS;Piña gold;Armenia, Mercar;1347
1/02/2019;FRUTAS;Piña gold;Bogotá, D.C., Corabastos;1755
1/02/2019;FRUTAS;Piña gold;Bucaramanga, Centroabastos;1388
1/02/2019;FRUTAS;Piña gold;Buenaventura (Valle del Cauca);1413
1/02/2019;FRUTAS;Piña gold;Cali, Cavasa;1402
1/02/2019;FRUTAS;Piña gold;Cali, Santa Helena;1179
1/02/2019;FRUTAS;Piña gold;Cartagena, Bazurto;2200
1/02/2019;FRUTAS;Piña gold;Cartago (Valle del Cauca);1467
1/02/2019;FRUTAS;Piña gold;Chiquinquirá (Boyacá);1894
1/02/2019;FRUTAS;Piña gold;Cúcuta, Cenabastos;1646
1/02/2019;FRUTAS;Piña gold;Ibagué, Plaza La 21;1571
1/02/2019;FRUTAS;Piña gold;Ipiales (Nariño), Ipiales somos todos;1556
1/02/2019;FRUTAS;Piña gold;La Unión (Nariño);1563
1/02/2019;FRUTAS;Piña gold;Manizales, Centro Galerías;1472
1/02/2019;FRUTAS;Piña gold;Medellín, Central Mayorista de Antioquia;1599
1/02/2019;FRUTAS;Piña gold;"Medellín, Plaza Minorista ""José María Villa""";1186
1/02/2019;FRUTAS;Piña gold;Montería, Mercado del Sur;1322
1/02/2019;FRUTAS;Piña gold;Neiva, Surabastos;1589
1/02/2019;FRUTAS;Piña gold;Palmira (Valle del Cauca);1353
1/02/2019;FRUTAS;Piña gold;Pasto, El Potrerillo;1383
1/02/2019;FRUTAS;Piña gold;Pereira, La 41;1668
1/02/2019;FRUTAS;Piña gold;Pereira, Mercasa;1419
1/02/2019;FRUTAS;Piña gold;Rionegro (Antioquia);1781
1/02/2019;FRUTAS;Piña gold;Santa Marta (Magdalena);2004
1/02/2019;FRUTAS;Piña gold;Sogamoso (Boyacá);1358
1/02/2019;FRUTAS;Piña gold;Tuluá (Valle del Cauca);1375
1/02/2019;FRUTAS;Piña gold;Tunja, Complejo de Servicios del Sur;2045
1/02/2019;FRUTAS;Piña gold;Ubaté (Cundinamarca);1659
1/02/2019;FRUTAS;Piña manzana;Cali, Santa Helena;1075
1/02/2019;FRUTAS;Piña manzana;La Ceja (Antioquia);1675
1/02/2019;FRUTAS;Piña manzana;Manizales, Centro Galerías;1500
1/02/2019;FRUTAS;Piña manzana;Medellín, Central Mayorista de Antioquia;1762
1/02/2019;FRUTAS;Piña manzana;Pasto, El Potrerillo;1557
1/02/2019;FRUTAS;Piña manzana;Pereira, Mercasa;1300
1/02/2019;FRUTAS;Piña manzana;Popayán, Plaza de mercado del barrio Bolívar;1120
1/02/2019;FRUTAS;Piña manzana;Rionegro (Antioquia);1530
1/02/2019;FRUTAS;Piña perolera;Barranquilla, Barranquillita;1538
1/02/2019;FRUTAS;Piña perolera;Barranquilla, Granabastos;1466
1/02/2019;FRUTAS;Piña perolera;Bogotá, D.C., Corabastos;1139
1/02/2019;FRUTAS;Piña perolera;Bucaramanga, Centroabastos;937
1/02/2019;FRUTAS;Piña perolera;Cartagena, Bazurto;1344
1/02/2019;FRUTAS;Piña perolera;Chiquinquirá (Boyacá);1086
1/02/2019;FRUTAS;Piña perolera;Cúcuta, Cenabastos;1289
1/02/2019;FRUTAS;Piña perolera;Cúcuta, La Nueva Sexta;1188
1/02/2019;FRUTAS;Piña perolera;Duitama (Boyacá);1133
1/02/2019;FRUTAS;Piña perolera;Florencia (Caquetá);1545
1/02/2019;FRUTAS;Piña perolera;Medellín, Central Mayorista de Antioquia;1424
1/02/2019;FRUTAS;Piña perolera;Montería, Mercado del Sur;981
1/02/2019;FRUTAS;Piña perolera;Neiva, Surabastos;1551
1/02/2019;FRUTAS;Piña perolera;Pamplona (Norte de Santander);1365
1/02/2019;FRUTAS;Piña perolera;San Gil (Santander);951
1/02/2019;FRUTAS;Piña perolera;Santa Marta (Magdalena);1595
1/02/2019;FRUTAS;Piña perolera;Sincelejo, Nuevo Mercado;1343
1/02/2019;FRUTAS;Piña perolera;Socorro (Santander);894
1/02/2019;FRUTAS;Piña perolera;Sogamoso (Boyacá);1332
1/02/2019;FRUTAS;Piña perolera;Tunja, Complejo de Servicios del Sur;1242
1/02/2019;FRUTAS;Piña perolera;Valledupar, Mercabastos;1710
1/02/2019;FRUTAS;Pitahaya;Arauca (Arauca);8417
1/02/2019;FRUTAS;Pitahaya;Bogotá, D.C., Corabastos;5961
1/02/2019;FRUTAS;Pitahaya;Bucaramanga, Centroabastos;6875
1/02/2019;FRUTAS;Pitahaya;Cúcuta, Cenabastos;6762
1/02/2019;FRUTAS;Pitahaya;Medellín, Central Mayorista de Antioquia;5823
1/02/2019;FRUTAS;Pitahaya;Neiva, Surabastos;5621
1/02/2019;FRUTAS;Pitahaya;Sogamoso (Boyacá);6396
1/02/2019;FRUTAS;Pitahaya;Tunja, Complejo de Servicios del Sur;6059
1/02/2019;FRUTAS;Pitahaya;Villavicencio, CAV;6922
1/02/2019;FRUTAS;Tangelo;Bogotá, D.C., Corabastos;3054
1/02/2019;FRUTAS;Tangelo;Bucaramanga, Centroabastos;1890
1/02/2019;FRUTAS;Tangelo;Cartago (Valle del Cauca);2079
1/02/2019;FRUTAS;Tangelo;Manizales, Centro Galerías;1858
1/02/2019;FRUTAS;Tangelo;Medellín, Central Mayorista de Antioquia;2000
1/02/2019;FRUTAS;Tangelo;Pereira, Mercasa;1746
1/02/2019;FRUTAS;Tangelo;Rionegro (Antioquia);2560
1/02/2019;FRUTAS;Tangelo;Tunja, Complejo de Servicios del Sur;1885
1/02/2019;FRUTAS;Tangelo;Ubaté (Cundinamarca);3369
1/02/2019;FRUTAS;Tangelo;Villavicencio, CAV;2129
1/02/2019;FRUTAS;Tomate de árbol;Arauca (Arauca);2277
1/02/2019;FRUTAS;Tomate de árbol;Armenia, Mercar;1732
1/02/2019;FRUTAS;Tomate de árbol;Barranquilla, Barranquillita;1531
1/02/2019;FRUTAS;Tomate de árbol;Barranquilla, Granabastos;1678
1/02/2019;FRUTAS;Tomate de árbol;Bogotá, D.C., Corabastos;1731
1/02/2019;FRUTAS;Tomate de árbol;Bucaramanga, Centroabastos;1428
1/02/2019;FRUTAS;Tomate de árbol;Buenaventura (Valle del Cauca);2167
1/02/2019;FRUTAS;Tomate de árbol;Cali, Cavasa;1527
1/02/2019;FRUTAS;Tomate de árbol;Cali, Santa Helena;1579
1/02/2019;FRUTAS;Tomate de árbol;Cartagena, Bazurto;2083
1/02/2019;FRUTAS;Tomate de árbol;Cartago (Valle del Cauca);1963
1/02/2019;FRUTAS;Tomate de árbol;Chiquinquirá (Boyacá);1699
1/02/2019;FRUTAS;Tomate de árbol;Cúcuta, Cenabastos;2231
1/02/2019;FRUTAS;Tomate de árbol;Duitama (Boyacá);1870
1/02/2019;FRUTAS;Tomate de árbol;El Santuario (Antioquia);1218
1/02/2019;FRUTAS;Tomate de árbol;Florencia (Caquetá);2130
1/02/2019;FRUTAS;Tomate de árbol;Ibagué, Plaza La 21;1618
1/02/2019;FRUTAS;Tomate de árbol;Ipiales (Nariño), Ipiales somos todos;1337
1/02/2019;FRUTAS;Tomate de árbol;La Ceja (Antioquia);1388
1/02/2019;FRUTAS;Tomate de árbol;La Unión (Antioquia);1231
1/02/2019;FRUTAS;Tomate de árbol;La Unión (Nariño);1035
1/02/2019;FRUTAS;Tomate de árbol;Manizales, Centro Galerías;1555
1/02/2019;FRUTAS;Tomate de árbol;Marinilla (Antioquia);1191
1/02/2019;FRUTAS;Tomate de árbol;Medellín, Central Mayorista de Antioquia;1550
1/02/2019;FRUTAS;Tomate de árbol;"Medellín, Plaza Minorista ""José María Villa""";1492
1/02/2019;FRUTAS;Tomate de árbol;Montería, Mercado del Sur;1606
1/02/2019;FRUTAS;Tomate de árbol;Neiva, Surabastos;1708
1/02/2019;FRUTAS;Tomate de árbol;Palmira (Valle del Cauca);1659
1/02/2019;FRUTAS;Tomate de árbol;Pamplona (Norte de Santander);1882
1/02/2019;FRUTAS;Tomate de árbol;Pasto, El Potrerillo;1416
1/02/2019;FRUTAS;Tomate de árbol;Peñol (Antioquia);1203
1/02/2019;FRUTAS;Tomate de árbol;Pereira, La 41;1673
1/02/2019;FRUTAS;Tomate de árbol;Pereira, Mercasa;1511
1/02/2019;FRUTAS;Tomate de árbol;Popayán, Plaza de mercado del barrio Bolívar;1361
1/02/2019;FRUTAS;Tomate de árbol;Rionegro (Antioquia);1360
1/02/2019;FRUTAS;Tomate de árbol;San Gil (Santander);2013
1/02/2019;FRUTAS;Tomate de árbol;San Vicente (Antioquia);1254
1/02/2019;FRUTAS;Tomate de árbol;Santa Marta (Magdalena);1941
1/02/2019;FRUTAS;Tomate de árbol;Sincelejo, Nuevo Mercado;1622
1/02/2019;FRUTAS;Tomate de árbol;Socorro (Santander);2000
1/02/2019;FRUTAS;Tomate de árbol;Sogamoso (Boyacá);1970
1/02/2019;FRUTAS;Tomate de árbol;Sonsón (Antioquia);1250
1/02/2019;FRUTAS;Tomate de árbol;Tuluá (Valle del Cauca);1931
1/02/2019;FRUTAS;Tomate de árbol;Tunja, Complejo de Servicios del Sur;1730
1/02/2019;FRUTAS;Tomate de árbol;Túquerres (Nariño);1323
1/02/2019;FRUTAS;Tomate de árbol;Valledupar, Mercabastos;1925
1/02/2019;FRUTAS;Tomate de árbol;Villavicencio, CAV;2122
1/02/2019;FRUTAS;Tomate de árbol;Yopal (Casanare);2125
1/02/2019;FRUTAS;Uchuva con cáscara;Bucaramanga, Centroabastos;2500
1/02/2019;FRUTAS;Uchuva con cáscara;Cúcuta, Cenabastos;2451
1/02/2019;FRUTAS;Uchuva con cáscara;Ibagué, Plaza La 21;1966
1/02/2019;FRUTAS;Uchuva con cáscara;Medellín, Central Mayorista de Antioquia;2594
1/02/2019;FRUTAS;Uchuva con cáscara;San Gil (Santander);2320
1/02/2019;FRUTAS;Uchuva con cáscara;Socorro (Santander);2575
1/02/2019;FRUTAS;Uva importada;Arauca (Arauca);10104
1/02/2019;FRUTAS;Uva importada;Barranquilla, Barranquillita;7383
1/02/2019;FRUTAS;Uva importada;Bogotá, D.C., Corabastos;8975
1/02/2019;FRUTAS;Uva importada;Bucaramanga, Centroabastos;8898
1/02/2019;FRUTAS;Uva importada;Cali, Cavasa;9571
1/02/2019;FRUTAS;Uva importada;Cali, Santa Helena;7892
1/02/2019;FRUTAS;Uva importada;Cartagena, Bazurto;8457
1/02/2019;FRUTAS;Uva importada;Cúcuta, Cenabastos;10020
1/02/2019;FRUTAS;Uva importada;Medellín, Central Mayorista de Antioquia;8164
1/02/2019;FRUTAS;Uva importada;Palmira (Valle del Cauca);9789
1/02/2019;FRUTAS;Uva importada;San Gil (Santander);9479
1/02/2019;FRUTAS;Uva importada;Socorro (Santander);9469
1/02/2019;FRUTAS;Uva importada;Sogamoso (Boyacá);10308
1/02/2019;FRUTAS;Uva importada;Valledupar, Mercado Nuevo;10000
1/02/2019;FRUTAS;Uva importada;Villavicencio, CAV;9053
1/02/2019;FRUTAS;Uva Isabela;Arauca (Arauca);2900
1/02/2019;FRUTAS;Uva Isabela;Armenia, Mercar;2917
1/02/2019;FRUTAS;Uva Isabela;Bogotá, D.C., Corabastos;2637
1/02/2019;FRUTAS;Uva Isabela;Bucaramanga, Centroabastos;2398
1/02/2019;FRUTAS;Uva Isabela;Cali, Cavasa;2098
1/02/2019;FRUTAS;Uva Isabela;Cali, Santa Helena;2120
1/02/2019;FRUTAS;Uva Isabela;Chiquinquirá (Boyacá);2816
1/02/2019;FRUTAS;Uva Isabela;Cúcuta, Cenabastos;3082
1/02/2019;FRUTAS;Uva Isabela;Duitama (Boyacá);2243
1/02/2019;FRUTAS;Uva Isabela;Ibagué, Plaza La 21;2375
1/02/2019;FRUTAS;Uva Isabela;Ipiales (Nariño), Ipiales somos todos;2281
1/02/2019;FRUTAS;Uva Isabela;La Unión (Nariño);2515
1/02/2019;FRUTAS;Uva Isabela;Medellín, Central Mayorista de Antioquia;3171
1/02/2019;FRUTAS;Uva Isabela;Neiva, Surabastos;1781
1/02/2019;FRUTAS;Uva Isabela;Palmira (Valle del Cauca);2053
1/02/2019;FRUTAS;Uva Isabela;Pamplona (Norte de Santander);3775
1/02/2019;FRUTAS;Uva Isabela;Pasto, El Potrerillo;2231
1/02/2019;FRUTAS;Uva Isabela;Popayán, Plaza de mercado del barrio Bolívar;2280
1/02/2019;FRUTAS;Uva Isabela;Rionegro (Antioquia);3289
1/02/2019;FRUTAS;Uva Isabela;San Gil (Santander);2984
1/02/2019;FRUTAS;Uva Isabela;Sincelejo, Nuevo Mercado;3093
1/02/2019;FRUTAS;Uva Isabela;Socorro (Santander);2853
1/02/2019;FRUTAS;Uva Isabela;Sogamoso (Boyacá);2307
1/02/2019;FRUTAS;Uva Isabela;Tuluá (Valle del Cauca);2060
1/02/2019;FRUTAS;Uva Isabela;Tunja, Complejo de Servicios del Sur;2488
1/02/2019;FRUTAS;Uva Isabela;Túquerres (Nariño);2265
1/02/2019;FRUTAS;Uva Isabela;Ubaté (Cundinamarca);2733
1/02/2019;FRUTAS;Uva Isabela;Villavicencio, CAV;2662
1/02/2019;FRUTAS;Uva Isabela;Yopal (Casanare);1970
1/02/2019;FRUTAS;Uva negra;Sogamoso (Boyacá);2687
1/02/2019;FRUTAS;Uva red globe nacional;Armenia, Mercar;3633
1/02/2019;FRUTAS;Uva red globe nacional;Bogotá, D.C., Corabastos;3885
1/02/2019;FRUTAS;Uva red globe nacional;Bucaramanga, Centroabastos;4619
1/02/2019;FRUTAS;Uva red globe nacional;Cali, Cavasa;4172
1/02/2019;FRUTAS;Uva red globe nacional;Cali, Santa Helena;3464
1/02/2019;FRUTAS;Uva red globe nacional;Cartagena, Bazurto;4639
1/02/2019;FRUTAS;Uva red globe nacional;Cartago (Valle del Cauca);4304
1/02/2019;FRUTAS;Uva red globe nacional;Ibagué, Plaza La 21;3571
1/02/2019;FRUTAS;Uva red globe nacional;Manizales, Centro Galerías;3385
1/02/2019;FRUTAS;Uva red globe nacional;Medellín, Central Mayorista de Antioquia;3798
1/02/2019;FRUTAS;Uva red globe nacional;Montería, Mercado del Sur;4444
1/02/2019;FRUTAS;Uva red globe nacional;Pasto, El Potrerillo;2796
1/02/2019;FRUTAS;Uva red globe nacional;Pereira, Mercasa;3575
1/02/2019;FRUTAS;Uva red globe nacional;Popayán, Plaza de mercado del barrio Bolívar;3617
1/02/2019;FRUTAS;Uva red globe nacional;Rionegro (Antioquia);4208
1/02/2019;FRUTAS;Uva red globe nacional;San Gil (Santander);4485
1/02/2019;FRUTAS;Uva red globe nacional;Socorro (Santander);4273
1/02/2019;FRUTAS;Uva red globe nacional;Tuluá (Valle del Cauca);3522
1/02/2019;FRUTAS;Uva red globe nacional;Villavicencio, CAV;4013
1/02/2019;FRUTAS;Uva roja;Duitama (Boyacá);2465
1/02/2019;FRUTAS;Uva roja;Florencia (Caquetá);4625
1/02/2019;FRUTAS;Uva roja;Ipiales (Nariño), Ipiales somos todos;3116
1/02/2019;FRUTAS;Uva roja;La Unión (Nariño);3400
1/02/2019;FRUTAS;Uva roja;Neiva, Surabastos;4332
1/02/2019;FRUTAS;Uva roja;Pereira, Mercasa;8632
1/02/2019;FRUTAS;Uva roja;Sincelejo, Nuevo Mercado;4040
1/02/2019;FRUTAS;Uva roja;Sogamoso (Boyacá);2687
1/02/2019;FRUTAS;Uva roja;Túquerres (Nariño);3034
1/02/2019;FRUTAS;Uva verde;Bogotá, D.C., Corabastos;4810
1/02/2019;FRUTAS;Uva verde;Bucaramanga, Centroabastos;5431
1/02/2019;FRUTAS;Uva verde;Cartago (Valle del Cauca);4890
1/02/2019;FRUTAS;Uva verde;Cúcuta, Cenabastos;6111
1/02/2019;FRUTAS;Uva verde;Florencia (Caquetá);4625
1/02/2019;FRUTAS;Uva verde;Medellín, Central Mayorista de Antioquia;4828
1/02/2019;FRUTAS;Uva verde;Neiva, Surabastos;8139
1/02/2019;FRUTAS;Uva verde;San Gil (Santander);5184
1/02/2019;FRUTAS;Uva verde;Socorro (Santander);4853
1/02/2019;FRUTAS;Uva verde;Sogamoso (Boyacá);3273
1/02/2019;FRUTAS;Zapote;Valledupar, Mercado Nuevo;4354
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Arauca (Arauca);1992
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Bogotá, D.C., Corabastos;1442
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Bucaramanga, Centroabastos;1557
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Buenaventura (Valle del Cauca);2013
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Cali, Cavasa;1468
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Cali, Santa Helena;1486
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Chiquinquirá (Boyacá);1576
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Cúcuta, Cenabastos;1682
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Duitama (Boyacá);1490
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Florencia (Caquetá);1040
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Ibagué, Plaza La 21;1177
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Neiva, Surabastos;1437
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Palmira (Valle del Cauca);1786
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Pamplona (Norte de Santander);1413
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Popayán, Plaza de mercado del barrio Bolívar;1886
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;San Gil (Santander);1664
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Sogamoso (Boyacá);1533
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Tunja, Complejo de Servicios del Sur;1281
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Valledupar, Mercabastos;2025
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Villavicencio, CAV;1904
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Yopal (Casanare);2222
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Armenia, Mercar;1706
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Cartago (Valle del Cauca);1766
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Ipiales (Nariño), Ipiales somos todos;958
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Manizales, Centro Galerías;1882
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Medellín, Central Mayorista de Antioquia;1175
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;"Medellín, Plaza Minorista ""José María Villa""";1952
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Pasto, El Potrerillo;864
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Pereira, La 41;1958
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Pereira, Mercasa;1862
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;San Vicente (Antioquia);940
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Arracacha blanca;Tuluá (Valle del Cauca);1677
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame criollo;Cartagena, Bazurto;1161
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame criollo;Montería, Mercado del Sur;1234
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame criollo;Sincelejo, Nuevo Mercado;1600
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame criollo;Valledupar, Mercabastos;1655
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame diamante;Cartagena, Bazurto;610
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame diamante;Montería, Mercado del Sur;722
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame diamante;Sincelejo, Nuevo Mercado;800
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame diamante;Valledupar, Mercabastos;930
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame espino;Barranquilla, Barranquillita;1794
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame espino;Barranquilla, Granabastos;1876
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame espino;Cartagena, Bazurto;1188
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame espino;Montería, Mercado del Sur;1400
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame espino;Sincelejo, Nuevo Mercado;1600
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Ñame espino;Valledupar, Mercabastos;1750
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Buenaventura (Valle del Cauca);839
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Cali, Cavasa;608
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Ipiales (Nariño), Centro de acopio;473
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Ipiales (Nariño), Ipiales somos todos;486
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Pasto, El Potrerillo;517
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Tunja, Complejo de Servicios del Sur;622
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Armenia, Mercar;932
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Buenaventura (Valle del Cauca);964
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Cali, Cavasa;931
1/02/2019;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Cali, Santa Helena;932
