Fecha;Grupo;Producto;Fuente;Precio_por_kilogramo
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Armenia, Mercar;1065
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Barranquilla, Barranquillita;3000
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Bogotá, D.C., Corabastos;764
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Bucaramanga, Centroabastos;1556
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Chiquinquirá (Boyacá);1058
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Duitama (Boyacá);1000
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Florencia (Caquetá);2000
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Ibagué, Plaza La 21;1156
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Ipiales (Nariño), Ipiales somos todos;1437
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Medellín, Central Mayorista de Antioquia;1669
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Neiva, Surabastos;1774
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Pamplona (Norte de Santander);2000
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Pasto, El Potrerillo;2115
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Sogamoso (Boyacá);1000
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Tunja, Complejo de Servicios del Sur;1067
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Ubaté (Cundinamarca);875
1/01/2019;VERDURAS Y HORTALIZAS;Acelga;Villavicencio, CAV;1281
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Arauca (Arauca);939
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Armenia, Mercar;817
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Barranquilla, Barranquillita;1254
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Barranquilla, Granabastos;1219
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Bogotá, D.C., Corabastos;1145
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Bucaramanga, Centroabastos;797
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);1158
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Cavasa;900
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Santa Helena;956
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Cartagena, Bazurto;1085
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Cartago (Valle del Cauca);946
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Cúcuta, Cenabastos;962
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Duitama (Boyacá);645
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Ibagué, Plaza La 21;857
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Manizales, Centro Galerías;1017
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Medellín, Central Mayorista de Antioquia;650
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;"Medellín, Plaza Minorista ""José María Villa""";750
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Palmira (Valle del Cauca);938
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Pamplona (Norte de Santander);1000
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, La 41;867
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, Mercasa;1008
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Popayán, Plaza de mercado del barrio Bolívar;804
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Rionegro (Antioquia);930
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;San Gil (Santander);833
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Santa Marta (Magdalena);1095
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Sincelejo, Nuevo Mercado;960
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Socorro (Santander);733
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Sogamoso (Boyacá);710
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Tuluá (Valle del Cauca);915
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Tunja, Complejo de Servicios del Sur;641
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercabastos;1120
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercado Nuevo;1020
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyama;Yopal (Casanare);933
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Bogotá, D.C., Corabastos;766
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Bucaramanga, Centroabastos;626
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Duitama (Boyacá);690
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Florencia (Caquetá);904
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Ibagué, Plaza La 21;1248
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Neiva, Surabastos;956
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Pamplona (Norte de Santander);1000
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);San Gil (Santander);647
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Sogamoso (Boyacá);767
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Tunja, Complejo de Servicios del Sur;862
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Villavicencio, CAV;889
1/01/2019;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Yopal (Casanare);1103
1/01/2019;VERDURAS Y HORTALIZAS;Ají topito dulce;Barranquilla, Barranquillita;4628
1/01/2019;VERDURAS Y HORTALIZAS;Ají topito dulce;Cartagena, Bazurto;3020
1/01/2019;VERDURAS Y HORTALIZAS;Ají topito dulce;Medellín, Central Mayorista de Antioquia;3634
1/01/2019;VERDURAS Y HORTALIZAS;Ají topito dulce;Montería, Mercado del Sur;4693
1/01/2019;VERDURAS Y HORTALIZAS;Ají topito dulce;Sincelejo, Nuevo Mercado;3940
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Bogotá, D.C., Corabastos;8701
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Chiquinquirá (Boyacá);7325
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Cúcuta, Cenabastos;2797
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Duitama (Boyacá);3583
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Ipiales (Nariño), Ipiales somos todos;4559
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Manizales, Centro Galerías;6782
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Medellín, Central Mayorista de Antioquia;6827
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Pamplona (Norte de Santander);3805
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Pasto, El Potrerillo;3782
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Pereira, La 41;5333
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Pereira, Mercasa;6224
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;San Gil (Santander);3236
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Sogamoso (Boyacá);3417
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Tunja, Complejo de Servicios del Sur;6497
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Túquerres (Nariño);4604
1/01/2019;VERDURAS Y HORTALIZAS;Ajo;Villavicencio, CAV;4979
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Arauca (Arauca);4237
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Armenia, Mercar;3914
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Barranquillita;3104
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Granabastos;3292
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Bogotá, D.C., Corabastos;3768
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Bucaramanga, Centroabastos;3500
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);3750
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Cavasa;3466
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Santa Helena;3385
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Cartagena, Bazurto;3221
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Cartago (Valle del Cauca);3967
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Cúcuta, Cenabastos;3514
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Ibagué, Plaza La 21;4141
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Ipiales (Nariño), Ipiales somos todos;3884
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Manizales, Centro Galerías;4713
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Medellín, Central Mayorista de Antioquia;3450
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Montería, Mercado del Sur;3065
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Neiva, Surabastos;3818
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Palmira (Valle del Cauca);3534
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Pasto, El Potrerillo;3654
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, La 41;4233
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, Mercasa;3738
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Popayán, Plaza de mercado del barrio Bolívar;3903
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Sincelejo, Nuevo Mercado;3235
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Tuluá (Valle del Cauca);3772
1/01/2019;VERDURAS Y HORTALIZAS;Ajo importado;Valledupar, Mercabastos;3228
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Arauca (Arauca);2310
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Armenia, Mercar;1102
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Barranquillita;1571
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Granabastos;1624
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Bogotá, D.C., Corabastos;1054
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Bucaramanga, Centroabastos;1527
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Cali, Cavasa;1184
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Cali, Santa Helena;1153
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Cartagena, Bazurto;1525
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Cartago (Valle del Cauca);1566
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Chiquinquirá (Boyacá);796
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Cúcuta, Cenabastos;1255
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Ibagué, Plaza La 21;1453
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Ipiales (Nariño), Ipiales somos todos;2566
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Manizales, Centro Galerías;1624
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Marinilla (Antioquia);889
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Medellín, Central Mayorista de Antioquia;1087
1/01/2019;VERDURAS Y HORTALIZAS;Apio;"Medellín, Plaza Minorista ""José María Villa""";1031
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Montería, Mercado del Sur;1595
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Neiva, Surabastos;1582
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Palmira (Valle del Cauca);2232
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Pamplona (Norte de Santander);1175
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Pereira, La 41;1627
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Pereira, Mercasa;1784
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Rionegro (Antioquia);943
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Santa Marta (Magdalena);1592
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Sincelejo, Nuevo Mercado;1227
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Sogamoso (Boyacá);783
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Tuluá (Valle del Cauca);1583
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Tunja, Complejo de Servicios del Sur;765
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Valledupar, Mercabastos;1652
1/01/2019;VERDURAS Y HORTALIZAS;Apio;Villavicencio, CAV;1518
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Arauca (Arauca);4487
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Armenia, Mercar;3927
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Barranquillita;6867
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Granabastos;7410
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bogotá, D.C., Corabastos;4114
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bucaramanga, Centroabastos;4362
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cartago (Valle del Cauca);4240
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Chiquinquirá (Boyacá);3377
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cúcuta, Cenabastos;4686
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Duitama (Boyacá);3125
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Carmen de Viboral (Antioquia);2800
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Santuario (Antioquia);3206
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ibagué, Plaza La 21;3648
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ipiales (Nariño), Ipiales somos todos;3426
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;La Ceja (Antioquia);3095
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Manizales, Centro Galerías;3938
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Marinilla (Antioquia);2971
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Medellín, Central Mayorista de Antioquia;3233
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;"Medellín, Plaza Minorista ""José María Villa""";3673
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Neiva, Surabastos;3493
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Palmira (Valle del Cauca);3716
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pamplona (Norte de Santander);3815
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, La 41;4067
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, Mercasa;4165
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Rionegro (Antioquia);3392
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Gil (Santander);4273
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Vicente (Antioquia);2713
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Socorro (Santander);4276
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sogamoso (Boyacá);3694
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sonsón (Antioquia);2735
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tuluá (Valle del Cauca);3835
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tunja, Complejo de Servicios del Sur;3500
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ubaté (Cundinamarca);3300
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Villavicencio, CAV;4165
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Yopal (Casanare);3984
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);4423
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Cavasa;3669
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Santa Helena;4133
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;La Unión (Nariño);3738
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Manizales, Centro Galerías;4833
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Medellín, Central Mayorista de Antioquia;3721
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Pasto, El Potrerillo;3575
1/01/2019;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Popayán, Plaza de mercado del barrio Bolívar;3438
1/01/2019;VERDURAS Y HORTALIZAS;Berenjena;Armenia, Mercar;2009
1/01/2019;VERDURAS Y HORTALIZAS;Berenjena;Barranquilla, Barranquillita;1038
1/01/2019;VERDURAS Y HORTALIZAS;Berenjena;Bogotá, D.C., Corabastos;1682
1/01/2019;VERDURAS Y HORTALIZAS;Berenjena;Cartagena, Bazurto;1550
1/01/2019;VERDURAS Y HORTALIZAS;Berenjena;Manizales, Centro Galerías;2175
1/01/2019;VERDURAS Y HORTALIZAS;Berenjena;Medellín, Central Mayorista de Antioquia;1827
1/01/2019;VERDURAS Y HORTALIZAS;Berenjena;Montería, Mercado del Sur;1728
1/01/2019;VERDURAS Y HORTALIZAS;Berenjena;Sincelejo, Nuevo Mercado;1318
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Armenia, Mercar;1600
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Barranquillita;6244
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Granabastos;5862
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Bogotá, D.C., Corabastos;2521
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Bucaramanga, Centroabastos;3866
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Cali, Cavasa;1802
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Cali, Santa Helena;1974
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Cartagena, Bazurto;5654
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Chiquinquirá (Boyacá);1500
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Cúcuta, Cenabastos;4225
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Duitama (Boyacá);1700
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Ibagué, Plaza La 21;1672
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Ipiales (Nariño), Ipiales somos todos;1218
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Manizales, Centro Galerías;3501
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Marinilla (Antioquia);1024
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Medellín, Central Mayorista de Antioquia;1672
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Neiva, Surabastos;3479
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Palmira (Valle del Cauca);1602
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Pamplona (Norte de Santander);3000
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Pasto, El Potrerillo;1202
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Sogamoso (Boyacá);1717
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Tunja, Complejo de Servicios del Sur;1651
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Túquerres (Nariño);1000
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Ubaté (Cundinamarca);2300
1/01/2019;VERDURAS Y HORTALIZAS;Brócoli;Villavicencio, CAV;2631
1/01/2019;VERDURAS Y HORTALIZAS;Calabacín;Bogotá, D.C., Corabastos;397
1/01/2019;VERDURAS Y HORTALIZAS;Calabacín;Bucaramanga, Centroabastos;1421
1/01/2019;VERDURAS Y HORTALIZAS;Calabacín;Duitama (Boyacá);833
1/01/2019;VERDURAS Y HORTALIZAS;Calabacín;Medellín, Central Mayorista de Antioquia;837
1/01/2019;VERDURAS Y HORTALIZAS;Calabacín;Tunja, Complejo de Servicios del Sur;394
1/01/2019;VERDURAS Y HORTALIZAS;Calabaza;Bogotá, D.C., Corabastos;361
1/01/2019;VERDURAS Y HORTALIZAS;Calabaza;Cúcuta, Cenabastos;625
1/01/2019;VERDURAS Y HORTALIZAS;Calabaza;Medellín, Central Mayorista de Antioquia;648
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Arauca (Arauca);1825
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Armenia, Mercar;1789
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Barranquillita;2027
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Granabastos;2015
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bogotá, D.C., Corabastos;1730
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bucaramanga, Centroabastos;1756
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartagena, Bazurto;1515
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartago (Valle del Cauca);1966
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Chiquinquirá (Boyacá);1994
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cúcuta, Cenabastos;1894
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Duitama (Boyacá);1596
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Florencia (Caquetá);2010
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ibagué, Plaza La 21;1920
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ipiales (Nariño), Ipiales somos todos;1514
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Manizales, Centro Galerías;2014
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Medellín, Central Mayorista de Antioquia;2083
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;"Medellín, Plaza Minorista ""José María Villa""";2100
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Montería, Mercado del Sur;1984
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pamplona (Norte de Santander);1842
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, La 41;1899
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, Mercasa;1864
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Rionegro (Antioquia);2086
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;San Gil (Santander);1754
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Santa Marta (Magdalena);2003
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sincelejo, Nuevo Mercado;1973
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Socorro (Santander);1757
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sogamoso (Boyacá);1634
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tunja, Complejo de Servicios del Sur;1534
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ubaté (Cundinamarca);1768
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Valledupar, Mercabastos;1922
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Villavicencio, CAV;1904
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Yopal (Casanare);1979
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);1979
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Cavasa;1936
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Santa Helena;1838
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Neiva, Surabastos;1796
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Palmira (Valle del Cauca);1926
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Tuluá (Valle del Cauca);1861
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Cali, Cavasa;1977
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Ipiales (Nariño), Ipiales somos todos;1748
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca);1991
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Pasto, El Potrerillo;1448
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Popayán, Plaza de mercado del barrio Bolívar;1689
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Túquerres (Nariño);1489
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Arauca (Arauca);2829
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Barranquilla, Barranquillita;2489
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Barranquilla, Granabastos;2590
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Bogotá, D.C., Corabastos;2567
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cartagena, Bazurto;2408
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cúcuta, Cenabastos;2549
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Florencia (Caquetá);2988
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Neiva, Surabastos;2948
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;San Gil (Santander);3244
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Santa Marta (Magdalena);2747
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Sincelejo, Nuevo Mercado;2414
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercabastos;2595
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercado Nuevo;2604
1/01/2019;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Bucaramanga, Centroabastos;2656
