Fecha;Grupo;Producto;Fuente;Precio
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Palmira (Valle del Cauca);2539
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pamplona (Norte de Santander);2866
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, La 41;2996
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, Mercasa;3164
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Rionegro (Antioquia);3088
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Gil (Santander);3040
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Vicente (Antioquia);2534
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Socorro (Santander);3050
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sogamoso (Boyacá);2711
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sonsón (Antioquia);2676
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tuluá (Valle del Cauca);2878
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tunja, Complejo de Servicios del Sur;2674
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ubaté (Cundinamarca);1990
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Villavicencio, CAV;3227
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Yopal (Casanare);3392
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);3525
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Cavasa;2635
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Santa Helena;2681
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;La Unión (Nariño);2485
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Manizales, Centro Galerías;3361
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Medellín, Central Mayorista de Antioquia;2611
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Pasto, El Potrerillo;2430
1/03/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Popayán, Plaza de mercado del barrio Bolívar;2401
1/03/2018;VERDURAS Y HORTALIZAS;Berenjena;Barranquilla, Barranquillita;1115
1/03/2018;VERDURAS Y HORTALIZAS;Berenjena;Bogotá, D.C., Corabastos;1696
1/03/2018;VERDURAS Y HORTALIZAS;Berenjena;Cartagena, Bazurto;1519
1/03/2018;VERDURAS Y HORTALIZAS;Berenjena;Manizales, Centro Galerías;1939
1/03/2018;VERDURAS Y HORTALIZAS;Berenjena;Medellín, Central Mayorista de Antioquia;1589
1/03/2018;VERDURAS Y HORTALIZAS;Berenjena;Montería, Mercado del Sur;1565
1/03/2018;VERDURAS Y HORTALIZAS;Berenjena;Sincelejo, Nuevo Mercado;1236
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Armenia, Mercar;1818
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Barranquillita;6050
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Granabastos;5000
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Bogotá, D.C., Corabastos;3564
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Bucaramanga, Centroabastos;3000
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Cali, Cavasa;1764
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Cali, Santa Helena;2781
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Cartagena, Bazurto;5550
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Chiquinquirá (Boyacá);1654
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Cúcuta, Cenabastos;2673
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Duitama (Boyacá);1500
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Ibagué, Plaza La 21;2280
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Ipiales (Nariño), Ipiales somos todos;1764
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Manizales, Centro Galerías;3815
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Marinilla (Antioquia);1428
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Medellín, Central Mayorista de Antioquia;2070
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Neiva, Surabastos;3997
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Palmira (Valle del Cauca);1932
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Pamplona (Norte de Santander);2500
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Pasto, El Potrerillo;1712
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Sogamoso (Boyacá);1906
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Tunja, Complejo de Servicios del Sur;1427
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Túquerres (Nariño);867
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Ubaté (Cundinamarca);2600
1/03/2018;VERDURAS Y HORTALIZAS;Brócoli;Villavicencio, CAV;2556
1/03/2018;VERDURAS Y HORTALIZAS;Calabacín;Bogotá, D.C., Corabastos;674
1/03/2018;VERDURAS Y HORTALIZAS;Calabacín;Bucaramanga, Centroabastos;1500
1/03/2018;VERDURAS Y HORTALIZAS;Calabacín;Duitama (Boyacá);750
1/03/2018;VERDURAS Y HORTALIZAS;Calabacín;Medellín, Central Mayorista de Antioquia;1552
1/03/2018;VERDURAS Y HORTALIZAS;Calabacín;Tunja, Complejo de Servicios del Sur;853
1/03/2018;VERDURAS Y HORTALIZAS;Calabacín;Ubaté (Cundinamarca);1140
1/03/2018;VERDURAS Y HORTALIZAS;Calabaza;Bogotá, D.C., Corabastos;652
1/03/2018;VERDURAS Y HORTALIZAS;Calabaza;Cúcuta, Cenabastos;922
1/03/2018;VERDURAS Y HORTALIZAS;Calabaza;Medellín, Central Mayorista de Antioquia;658
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Arauca (Arauca);1284
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Armenia, Mercar;952
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Barranquillita;873
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Granabastos;1037
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bogotá, D.C., Corabastos;699
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bucaramanga, Centroabastos;702
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartagena, Bazurto;951
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartago (Valle del Cauca);943
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Chiquinquirá (Boyacá);978
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cúcuta, Cenabastos;706
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Duitama (Boyacá);613
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Florencia (Caquetá);906
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ibagué, Plaza La 21;766
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Manizales, Centro Galerías;903
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Medellín, Central Mayorista de Antioquia;912
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;"Medellín, Plaza Minorista ""José María Villa""";826
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Montería, Mercado del Sur;1055
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pamplona (Norte de Santander);693
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, La 41;851
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, Mercasa;799
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Rionegro (Antioquia);938
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;San Gil (Santander);755
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Santa Marta (Magdalena);953
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sincelejo, Nuevo Mercado;951
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Socorro (Santander);762
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sogamoso (Boyacá);612
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tunja, Complejo de Servicios del Sur;574
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ubaté (Cundinamarca);860
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Valledupar, Mercabastos;877
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Villavicencio, CAV;833
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Yopal (Casanare);1202
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);961
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Cavasa;786
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Santa Helena;767
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Ipiales (Nariño), Ipiales somos todos;894
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Neiva, Surabastos;670
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Palmira (Valle del Cauca);818
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Tuluá (Valle del Cauca);768
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca);900
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Pasto, El Potrerillo;628
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Popayán, Plaza de mercado del barrio Bolívar;976
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Túquerres (Nariño);838
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Arauca (Arauca);1256
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Bogotá, D.C., Corabastos;1087
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cúcuta, Cenabastos;1341
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Florencia (Caquetá);1397
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Neiva, Surabastos;2040
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;San Gil (Santander);2172
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Bucaramanga, Centroabastos;1752
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Cali, Cavasa;1795
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Ipiales (Nariño), Ipiales somos todos;1516
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Medellín, Central Mayorista de Antioquia;1936
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Montería, Mercado del Sur;1643
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Barranquilla, Barranquillita;1380
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Barranquilla, Granabastos;1358
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Cartagena, Bazurto;1398
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Cúcuta, Cenabastos;2015
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Montería, Mercado del Sur;1313
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Santa Marta (Magdalena);1620
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Sincelejo, Nuevo Mercado;1379
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Valledupar, Mercabastos;1187
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Valledupar, Mercado Nuevo;1179
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Barranquilla, Barranquillita;1751
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Barranquilla, Granabastos;1738
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Cartagena, Bazurto;1793
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Cúcuta, Cenabastos;2049
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Montería, Mercado del Sur;1165
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Sincelejo, Nuevo Mercado;1876
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Valledupar, Mercabastos;1928
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Arauca (Arauca);1575
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Armenia, Mercar;1874
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Bucaramanga, Centroabastos;1514
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Cartago (Valle del Cauca);1433
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Florencia (Caquetá);1616
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Ipiales (Nariño), Ipiales somos todos;1294
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;La Ceja (Antioquia);1540
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Manizales, Centro Galerías;1681
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Medellín, Central Mayorista de Antioquia;1553
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;"Medellín, Plaza Minorista ""José María Villa""";1622
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Montería, Mercado del Sur;1608
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Pereira, La 41;953
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Pereira, Mercasa;969
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Rionegro (Antioquia);1445
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Santa Marta (Magdalena);1691
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Sincelejo, Nuevo Mercado;807
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Sonsón (Antioquia);829
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Túquerres (Nariño);1320
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Ubaté (Cundinamarca);1167
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Valledupar, Mercabastos;1625
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Villavicencio, CAV;1573
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca;Yopal (Casanare);1593
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Barranquilla, Barranquillita;1657
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Bogotá, D.C., Corabastos;1727
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Bucaramanga, Centroabastos;1454
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca);2271
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Cali, Cavasa;1317
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Cali, Santa Helena;1191
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Chiquinquirá (Boyacá);1384
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Duitama (Boyacá);1181
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Ibagué, Plaza La 21;1539
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Neiva, Surabastos;1488
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;San Gil (Santander);1984
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Sogamoso (Boyacá);1424
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Tuluá (Valle del Cauca);1796
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Tunja, Complejo de Servicios del Sur;1220
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Barranquilla, Barranquillita;1641
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Barranquilla, Granabastos;1608
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Cartagena, Bazurto;1805
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Cúcuta, Cenabastos;1350
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Pamplona (Norte de Santander);1023
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Valledupar, Mercabastos;1663
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;La Unión (Nariño);976
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Palmira (Valle del Cauca);1074
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Pasto, El Potrerillo;850
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Popayán, Plaza de mercado del barrio Bolívar;999
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Cali, Cavasa;1256
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Cali, Santa Helena;1243
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Palmira (Valle del Cauca);1100
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla puerro;Bogotá, D.C., Corabastos;1264
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla puerro;Cúcuta, Cenabastos;2299
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla puerro;Medellín, Central Mayorista de Antioquia;2094
1/03/2018;VERDURAS Y HORTALIZAS;Cebolla puerro;Pamplona (Norte de Santander);2500
1/03/2018;VERDURAS Y HORTALIZAS;Cebollín chino;Barranquilla, Barranquillita;2227
1/03/2018;VERDURAS Y HORTALIZAS;Cebollín chino;Cartagena, Bazurto;6000
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Armenia, Mercar;941
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Armenia, Retiro;840
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Barranquilla, Barranquillita;1021
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Bogotá, D.C., Corabastos;1569
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Bucaramanga, Centroabastos;1472
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca);1128
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cali, Cavasa;999
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cali, Santa Helena;1012
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cartagena, Bazurto;890
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cartago (Valle del Cauca);1036
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Chiquinquirá (Boyacá);1500
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cúcuta, Cenabastos;1076
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;El Santuario (Antioquia);1216
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Ibagué, Plaza La 21;909
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Ipiales (Nariño), Ipiales somos todos;597
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Manizales, Centro Galerías;843
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Marinilla (Antioquia);776
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Medellín, Central Mayorista de Antioquia;861
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;"Medellín, Plaza Minorista ""José María Villa""";752
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Neiva, Surabastos;1121
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Pamplona (Norte de Santander);832
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Pasto, El Potrerillo;389
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Peñol (Antioquia);773
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Popayán, Plaza de mercado del barrio Bolívar;467
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Rionegro (Antioquia);815
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;San Gil (Santander);1733
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;San Vicente (Antioquia);807
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Santa Marta (Magdalena);1237
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Sincelejo, Nuevo Mercado;774
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Socorro (Santander);1686
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Sogamoso (Boyacá);1814
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Sonsón (Antioquia);555
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Tunja, Complejo de Servicios del Sur;1242
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Ubaté (Cundinamarca);1125
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Valledupar, Mercabastos;1088
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Villavicencio, CAV;1509
1/03/2018;VERDURAS Y HORTALIZAS;Chócolo mazorca;Yopal (Casanare);2488
1/03/2018;VERDURAS Y HORTALIZAS;Cidra;Bogotá, D.C., Corabastos;1164
1/03/2018;VERDURAS Y HORTALIZAS;Cidra;Marinilla (Antioquia);387
1/03/2018;VERDURAS Y HORTALIZAS;Cidra;Medellín, Central Mayorista de Antioquia;686
1/03/2018;VERDURAS Y HORTALIZAS;Cidra;Peñol (Antioquia);358
1/03/2018;VERDURAS Y HORTALIZAS;Cidra;San Vicente (Antioquia);338
1/03/2018;VERDURAS Y HORTALIZAS;Cidra;Villavicencio, CAV;1573
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Arauca (Arauca);6653
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Armenia, Mercar;2000
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Barranquilla, Barranquillita;3669
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Bogotá, D.C., Corabastos;2169
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Bucaramanga, Centroabastos;6222
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca);2167
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Cali, Cavasa;1472
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Cali, Santa Helena;1415
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Cartagena, Bazurto;3090
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Cartago (Valle del Cauca);2083
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Chiquinquirá (Boyacá);3510
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Cúcuta, Cenabastos;4237
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Duitama (Boyacá);3542
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Florencia (Caquetá);3480
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Ibagué, Plaza La 21;2076
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Ipiales (Nariño), Ipiales somos todos;1101
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;La Ceja (Antioquia);2550
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Manizales, Centro Galerías;3630
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Marinilla (Antioquia);825
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Medellín, Central Mayorista de Antioquia;1435
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;"Medellín, Plaza Minorista ""José María Villa""";1459
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Montería, Mercado del Sur;3917
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Neiva, Surabastos;4847
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Palmira (Valle del Cauca);1430
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Pamplona (Norte de Santander);1778
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Pasto, El Potrerillo;3321
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Pereira, La 41;1729
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Pereira, Mercasa;1372
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Popayán, Plaza de mercado del barrio Bolívar;2000
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Rionegro (Antioquia);2142
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;San Gil (Santander);4067
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Santa Marta (Magdalena);2667
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Sincelejo, Nuevo Mercado;2458
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Socorro (Santander);4067
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Sogamoso (Boyacá);4556
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Tuluá (Valle del Cauca);1250
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Tunja, Complejo de Servicios del Sur;2231
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Ubaté (Cundinamarca);2700
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Valledupar, Mercabastos;2021
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Valledupar, Mercado Nuevo;2000
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Villavicencio, CAV;2667
1/03/2018;VERDURAS Y HORTALIZAS;Cilantro;Yopal (Casanare);6550
1/03/2018;VERDURAS Y HORTALIZAS;Coles;Barranquilla, Barranquillita;2000
1/03/2018;VERDURAS Y HORTALIZAS;Coles;Bogotá, D.C., Corabastos;2018
1/03/2018;VERDURAS Y HORTALIZAS;Coles;Medellín, Central Mayorista de Antioquia;1011
1/03/2018;VERDURAS Y HORTALIZAS;Coles;"Medellín, Plaza Minorista ""José María Villa""";926
