Fecha;Grupo;Producto;Fuente;Precio
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Armenia, Mercar;1089
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Barranquilla, Barranquillita;2961
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Bogotá, D.C., Corabastos;535
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Bucaramanga, Centroabastos;1500
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Chiquinquirá (Boyacá);1008
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Duitama (Boyacá);1000
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Florencia (Caquetá);1538
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Ibagué, Plaza La 21;1112
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Ipiales (Nariño), Ipiales somos todos;1000
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Medellín, Central Mayorista de Antioquia;1645
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Neiva, Surabastos;1822
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Pamplona (Norte de Santander);2000
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Pasto, El Potrerillo;1531
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Sogamoso (Boyacá);1000
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Tunja, Complejo de Servicios del Sur;888
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Ubaté (Cundinamarca);750
1/01/2018;VERDURAS Y HORTALIZAS;Acelga;Villavicencio, CAV;1068
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Arauca (Arauca);1000
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Armenia, Mercar;864
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Barranquilla, Barranquillita;643
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Barranquilla, Granabastos;650
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Bogotá, D.C., Corabastos;991
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Bucaramanga, Centroabastos;600
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);975
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Cavasa;852
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Santa Helena;850
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Cartagena, Bazurto;624
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Cartago (Valle del Cauca);838
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Cúcuta, Cenabastos;736
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Duitama (Boyacá);557
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Ibagué, Plaza La 21;815
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Manizales, Centro Galerías;1017
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Medellín, Central Mayorista de Antioquia;639
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;"Medellín, Plaza Minorista ""José María Villa""";648
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Montería, Mercado del Sur;500
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Palmira (Valle del Cauca);853
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Pamplona (Norte de Santander);992
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, La 41;926
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, Mercasa;909
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Popayán, Plaza de mercado del barrio Bolívar;728
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Rionegro (Antioquia);876
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;San Gil (Santander);850
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Santa Marta (Magdalena);592
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Sincelejo, Nuevo Mercado;631
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Socorro (Santander);750
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Sogamoso (Boyacá);685
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Tuluá (Valle del Cauca);775
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Tunja, Complejo de Servicios del Sur;482
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercabastos;519
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercado Nuevo;550
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyama;Yopal (Casanare);863
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Bogotá, D.C., Corabastos;584
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Bucaramanga, Centroabastos;420
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Duitama (Boyacá);716
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Florencia (Caquetá);900
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Ibagué, Plaza La 21;1153
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Neiva, Surabastos;831
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Pamplona (Norte de Santander);1000
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);San Gil (Santander);733
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Sogamoso (Boyacá);698
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Tunja, Complejo de Servicios del Sur;685
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Villavicencio, CAV;853
1/01/2018;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Yopal (Casanare);1033
1/01/2018;VERDURAS Y HORTALIZAS;Ají topito dulce;Barranquilla, Barranquillita;2976
1/01/2018;VERDURAS Y HORTALIZAS;Ají topito dulce;Cartagena, Bazurto;3002
1/01/2018;VERDURAS Y HORTALIZAS;Ají topito dulce;Medellín, Central Mayorista de Antioquia;3259
1/01/2018;VERDURAS Y HORTALIZAS;Ají topito dulce;Montería, Mercado del Sur;3405
1/01/2018;VERDURAS Y HORTALIZAS;Ají topito dulce;Sincelejo, Nuevo Mercado;2721
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Bogotá, D.C., Corabastos;6050
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Chiquinquirá (Boyacá);4000
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Cúcuta, Cenabastos;1053
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Duitama (Boyacá);1956
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Ibagué, Plaza La 21;2963
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Ipiales (Nariño), Ipiales somos todos;4899
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Manizales, Centro Galerías;4767
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Medellín, Central Mayorista de Antioquia;5673
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Pamplona (Norte de Santander);1601
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Pasto, El Potrerillo;4823
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Pereira, La 41;4527
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Pereira, Mercasa;4352
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;San Gil (Santander);2089
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Sogamoso (Boyacá);1933
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Tunja, Complejo de Servicios del Sur;2743
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Túquerres (Nariño);5200
1/01/2018;VERDURAS Y HORTALIZAS;Ajo;Villavicencio, CAV;3400
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Arauca (Arauca);10200
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Armenia, Mercar;5408
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Barranquillita;5173
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Granabastos;5162
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Bogotá, D.C., Corabastos;6246
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Bucaramanga, Centroabastos;5953
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);6562
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Cavasa;6002
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Santa Helena;6158
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Cartagena, Bazurto;4917
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Cartago (Valle del Cauca);6479
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Cúcuta, Cenabastos;5617
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Ibagué, Plaza La 21;6921
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Ipiales (Nariño), Ipiales somos todos;5379
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Manizales, Centro Galerías;6926
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Medellín, Central Mayorista de Antioquia;5413
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Montería, Mercado del Sur;4985
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Neiva, Surabastos;5949
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Palmira (Valle del Cauca);6256
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Pasto, El Potrerillo;5775
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, La 41;6952
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, Mercasa;6077
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Popayán, Plaza de mercado del barrio Bolívar;6197
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Sincelejo, Nuevo Mercado;5181
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Tuluá (Valle del Cauca);6728
1/01/2018;VERDURAS Y HORTALIZAS;Ajo importado;Valledupar, Mercabastos;5677
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Arauca (Arauca);2125
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Armenia, Mercar;944
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Barranquillita;1569
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Granabastos;1478
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Bogotá, D.C., Corabastos;865
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Bucaramanga, Centroabastos;1292
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Cali, Cavasa;1054
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Cali, Santa Helena;1010
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Cartagena, Bazurto;1200
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Cartago (Valle del Cauca);1410
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Chiquinquirá (Boyacá);656
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Cúcuta, Cenabastos;1087
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Duitama (Boyacá);667
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Ibagué, Plaza La 21;1361
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Ipiales (Nariño), Ipiales somos todos;1500
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Manizales, Centro Galerías;1447
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Marinilla (Antioquia);563
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Medellín, Central Mayorista de Antioquia;1003
1/01/2018;VERDURAS Y HORTALIZAS;Apio;"Medellín, Plaza Minorista ""José María Villa""";856
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Montería, Mercado del Sur;1231
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Neiva, Surabastos;1707
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Palmira (Valle del Cauca);1631
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Pamplona (Norte de Santander);1271
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Pereira, La 41;1620
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Pereira, Mercasa;1535
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Rionegro (Antioquia);856
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Santa Marta (Magdalena);1244
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Sincelejo, Nuevo Mercado;1149
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Sogamoso (Boyacá);774
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Tuluá (Valle del Cauca);1458
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Tunja, Complejo de Servicios del Sur;676
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Valledupar, Mercabastos;1401
1/01/2018;VERDURAS Y HORTALIZAS;Apio;Villavicencio, CAV;1440
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Arauca (Arauca);2859
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Armenia, Mercar;2509
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Barranquillita;4974
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Granabastos;4000
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bogotá, D.C., Corabastos;2937
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bucaramanga, Centroabastos;2493
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cartago (Valle del Cauca);2810
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Chiquinquirá (Boyacá);2356
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cúcuta, Cenabastos;2261
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Duitama (Boyacá);2192
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Carmen de Viboral (Antioquia);2505
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Santuario (Antioquia);2644
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ibagué, Plaza La 21;2287
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ipiales (Nariño), Ipiales somos todos;1903
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;La Ceja (Antioquia);2777
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Manizales, Centro Galerías;2323
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Marinilla (Antioquia);2571
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Medellín, Central Mayorista de Antioquia;3045
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;"Medellín, Plaza Minorista ""José María Villa""";3068
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Neiva, Surabastos;2460
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Palmira (Valle del Cauca);2052
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pamplona (Norte de Santander);1992
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, La 41;2476
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, Mercasa;2660
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Rionegro (Antioquia);2695
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Gil (Santander);2509
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Vicente (Antioquia);2423
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Socorro (Santander);2260
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sogamoso (Boyacá);2375
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sonsón (Antioquia);2151
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tuluá (Valle del Cauca);2329
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tunja, Complejo de Servicios del Sur;2102
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ubaté (Cundinamarca);1763
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Villavicencio, CAV;2867
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Yopal (Casanare);2904
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Bogotá, D.C., Corabastos;3200
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);2525
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Cavasa;2073
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Santa Helena;2274
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;La Unión (Nariño);2150
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Manizales, Centro Galerías;2890
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Medellín, Central Mayorista de Antioquia;2774
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Pasto, El Potrerillo;1919
1/01/2018;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Popayán, Plaza de mercado del barrio Bolívar;1839
1/01/2018;VERDURAS Y HORTALIZAS;Berenjena;Armenia, Mercar;2000
1/01/2018;VERDURAS Y HORTALIZAS;Berenjena;Barranquilla, Barranquillita;800
1/01/2018;VERDURAS Y HORTALIZAS;Berenjena;Bogotá, D.C., Corabastos;1368
1/01/2018;VERDURAS Y HORTALIZAS;Berenjena;Cartagena, Bazurto;1463
1/01/2018;VERDURAS Y HORTALIZAS;Berenjena;Manizales, Centro Galerías;1925
1/01/2018;VERDURAS Y HORTALIZAS;Berenjena;Medellín, Central Mayorista de Antioquia;1648
1/01/2018;VERDURAS Y HORTALIZAS;Berenjena;Montería, Mercado del Sur;1410
1/01/2018;VERDURAS Y HORTALIZAS;Berenjena;Sincelejo, Nuevo Mercado;814
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Armenia, Mercar;2000
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Barranquillita;6046
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Granabastos;5010
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Bogotá, D.C., Corabastos;2983
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Bucaramanga, Centroabastos;3529
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Cali, Cavasa;1385
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Cali, Santa Helena;2481
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Cartagena, Bazurto;5096
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Chiquinquirá (Boyacá);1417
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Cúcuta, Cenabastos;3250
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Duitama (Boyacá);1279
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Ibagué, Plaza La 21;1894
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Ipiales (Nariño), Ipiales somos todos;663
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Manizales, Centro Galerías;3131
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Marinilla (Antioquia);1491
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Medellín, Central Mayorista de Antioquia;2932
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Neiva, Surabastos;4200
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Palmira (Valle del Cauca);1122
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Pamplona (Norte de Santander);1975
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Pasto, El Potrerillo;1323
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Sogamoso (Boyacá);1261
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Tunja, Complejo de Servicios del Sur;1243
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Túquerres (Nariño);708
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Ubaté (Cundinamarca);2000
1/01/2018;VERDURAS Y HORTALIZAS;Brócoli;Villavicencio, CAV;2660
1/01/2018;VERDURAS Y HORTALIZAS;Calabacín;Bogotá, D.C., Corabastos;481
1/01/2018;VERDURAS Y HORTALIZAS;Calabacín;Bucaramanga, Centroabastos;1500
1/01/2018;VERDURAS Y HORTALIZAS;Calabacín;Duitama (Boyacá);533
1/01/2018;VERDURAS Y HORTALIZAS;Calabacín;Medellín, Central Mayorista de Antioquia;1289
1/01/2018;VERDURAS Y HORTALIZAS;Calabacín;Tunja, Complejo de Servicios del Sur;460
1/01/2018;VERDURAS Y HORTALIZAS;Calabacín;Ubaté (Cundinamarca);1375
1/01/2018;VERDURAS Y HORTALIZAS;Calabaza;Bogotá, D.C., Corabastos;407
1/01/2018;VERDURAS Y HORTALIZAS;Calabaza;Cúcuta, Cenabastos;853
1/01/2018;VERDURAS Y HORTALIZAS;Calabaza;Medellín, Central Mayorista de Antioquia;698
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Arauca (Arauca);1550
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Armenia, Mercar;1459
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Barranquillita;1484
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Granabastos;1559
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bogotá, D.C., Corabastos;1242
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bucaramanga, Centroabastos;1216
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartagena, Bazurto;1587
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartago (Valle del Cauca);1556
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Chiquinquirá (Boyacá);1568
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cúcuta, Cenabastos;1286
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Duitama (Boyacá);1208
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Florencia (Caquetá);1484
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ibagué, Plaza La 21;1362
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Manizales, Centro Galerías;1517
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Medellín, Central Mayorista de Antioquia;1559
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;"Medellín, Plaza Minorista ""José María Villa""";1420
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Montería, Mercado del Sur;1620
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pamplona (Norte de Santander);1286
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, La 41;1404
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, Mercasa;1286
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Rionegro (Antioquia);1503
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;San Gil (Santander);1304
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Santa Marta (Magdalena);1606
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sincelejo, Nuevo Mercado;1504
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Socorro (Santander);1383
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sogamoso (Boyacá);1061
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tunja, Complejo de Servicios del Sur;1080
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ubaté (Cundinamarca);1395
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Valledupar, Mercabastos;1488
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Villavicencio, CAV;1445
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Yopal (Casanare);1849
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);1350
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Cavasa;1315
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Santa Helena;1331
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Neiva, Surabastos;1218
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Palmira (Valle del Cauca);1342
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Tuluá (Valle del Cauca);1259
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Cali, Cavasa;1395
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Ipiales (Nariño), Ipiales somos todos;1352
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca);1285
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Cali, Cavasa;1246
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Palmira (Valle del Cauca);1250
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Pasto, El Potrerillo;1058
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Popayán, Plaza de mercado del barrio Bolívar;1379
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Túquerres (Nariño);980
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Arauca (Arauca);1797
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Bogotá, D.C., Corabastos;1432
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cúcuta, Cenabastos;1696
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Florencia (Caquetá);1630
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Neiva, Surabastos;1989
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;San Gil (Santander);2300
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Bucaramanga, Centroabastos;1951
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Cali, Cavasa;1802
1/01/2018;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Ipiales (Nariño), Ipiales somos todos;1559
