Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Armenia, Mercar;1150
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Barranquilla, Barranquillita;4000
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Bogot , D.C., Corabastos;560
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Bucaramanga, Centroabastos;1875
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Chiquinquir  (Boyac );1296
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Duitama (Boyac ), Mercaplaza;1067
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Florencia (Caquet );2000
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Ibagu‚, Plaza La 21;1281
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Ipiales (Nari¤o), Ipiales somos todos;1702
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Medell¡n, Central Mayorista de Antioquia;1513
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Neiva, Surabastos;2010
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Pamplona (Norte de Santander);2313
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Pasto, El Potrerillo;3260
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Pereira, Mercasa;2219
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Tibasosa (Boyac ), Coomproriente;1000
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Tunja, Complejo de Servicios del Sur;1806
1/01/2022;VERDURAS Y HORTALIZAS;Acelga;Villavicencio, CAV;1546
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Armenia, Mercar;1044
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Bogot , D.C., Corabastos;1270
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Bucaramanga, Centroabastos;869
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);1792
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Cavasa;1203
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Santa Elena;1219
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Cartagena, Bazurto;1356
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Cartago (Valle del Cauca);1383
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;C£cuta, Cenabastos;1412
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Duitama (Boyac ), Mercaplaza;880
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Ibagu‚, Plaza La 21;1000
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Manizales, Centro Galer¡as;1233
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Medell¡n, Central Mayorista de Antioquia;793
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";1100
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Monter¡a, Mercado del Sur;767
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Palmira (Valle del Cauca);1384
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Pamplona (Norte de Santander);1117
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, La 41;1283
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, Mercasa;1265
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Popay n, Plaza de mercado del barrio Bol¡var;1371
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Rionegro (Antioquia);1177
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;San Gil (Santander);1067
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Sincelejo, Nuevo Mercado;1203
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Socorro (Santander);1033
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Tibasosa (Boyac ), Coomproriente;897
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Tulu  (Valle del Cauca);1230
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Tunja, Complejo de Servicios del Sur;670
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercabastos;1164
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercado Nuevo;1120
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyama;Yopal (Casanare);1200
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Arauca (Arauca);1100
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Bogot , D.C., Corabastos;797
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Bucaramanga, Centroabastos;658
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Duitama (Boyac ), Mercaplaza;1188
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Florencia (Caquet );1177
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Ibagu‚, Plaza La 21;1581
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Neiva, Surabastos;1062
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Pamplona (Norte de Santander);1206
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);San Gil (Santander);944
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Tibasosa (Boyac ), Coomproriente;911
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Tunja, Complejo de Servicios del Sur;970
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Villavicencio, CAV;948
1/01/2022;VERDURAS Y HORTALIZAS;Ahuyam¡n (Sakata);Yopal (Casanare);1160
1/01/2022;VERDURAS Y HORTALIZAS;Aj¡ topito dulce;Cartagena, Bazurto;3673
1/01/2022;VERDURAS Y HORTALIZAS;Aj¡ topito dulce;Medell¡n, Central Mayorista de Antioquia;4279
1/01/2022;VERDURAS Y HORTALIZAS;Aj¡ topito dulce;Monter¡a, Mercado del Sur;3461
1/01/2022;VERDURAS Y HORTALIZAS;Aj¡ topito dulce;Sincelejo, Nuevo Mercado;3128
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Bogot , D.C., Corabastos;9608
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Chiquinquir  (Boyac );3925
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;C£cuta, Cenabastos;3071
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Duitama (Boyac ), Mercaplaza;3367
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Ipiales (Nari¤o), Ipiales somos todos;8152
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Manizales, Centro Galer¡as;7292
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Medell¡n, Central Mayorista de Antioquia;7958
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Pamplona (Norte de Santander);2958
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Pasto, El Potrerillo;8327
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Pereira, La 41;7106
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Pereira, Mercasa;7380
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;San Gil (Santander);4413
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Tibasosa (Boyac ), Coomproriente;3478
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Tunja, Complejo de Servicios del Sur;3556
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;T£querres (Nari¤o);9042
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Villavicencio, CAV;4712
1/01/2022;VERDURAS Y HORTALIZAS;Ajo;Yopal (Casanare);5375
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Arauca (Arauca);9971
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Armenia, Mercar;9550
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Barranquillita;8550
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Granabastos;8595
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Bogot , D.C., Corabastos;9469
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Bucaramanga, Centroabastos;8819
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);9458
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Cavasa;8372
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Santa Elena;8072
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Cartagena, Bazurto;8377
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Cartago (Valle del Cauca);10313
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;C£cuta, Cenabastos;9413
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Ibagu‚, Plaza La 21;9870
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Ipiales (Nari¤o), Ipiales somos todos;8500
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Manizales, Centro Galer¡as;10556
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Medell¡n, Central Mayorista de Antioquia;8650
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";8350
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Monter¡a, Mercado del Sur;8269
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Neiva, Surabastos;9112
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Palmira (Valle del Cauca);8613
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Pasto, El Potrerillo;8548
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, La 41;10000
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, Mercasa;8979
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Popay n, Plaza de mercado del barrio Bol¡var;9209
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Sincelejo, Nuevo Mercado;8195
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Tulu  (Valle del Cauca);9444
1/01/2022;VERDURAS Y HORTALIZAS;Ajo importado;Valledupar, Mercabastos;8653
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Arauca (Arauca);2490
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Armenia, Mercar;1179
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Barranquillita;1858
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Granabastos;1845
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Bogot , D.C., Corabastos;1365
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Bucaramanga, Centroabastos;1176
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Cali, Cavasa;1557
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Cali, Santa Elena;1532
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Cartagena, Bazurto;1831
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Cartago (Valle del Cauca);2338
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Chiquinquir  (Boyac );898
1/01/2022;VERDURAS Y HORTALIZAS;Apio;C£cuta, Cenabastos;1681
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Duitama (Boyac ), Mercaplaza;983
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Ibagu‚, Plaza La 21;1532
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Ipiales (Nari¤o), Ipiales somos todos;3000
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Manizales, Centro Galer¡as;2074
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Marinilla (Antioquia);815
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Medell¡n, Central Mayorista de Antioquia;1126
1/01/2022;VERDURAS Y HORTALIZAS;Apio;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";1171
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Monter¡a, Mercado del Sur;1500
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Neiva, Surabastos;1748
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Palmira (Valle del Cauca);2338
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Pamplona (Norte de Santander);1375
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Pereira, La 41;2545
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Pereira, Mercasa;2707
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Rionegro (Antioquia);1231
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Santa Marta (Magdalena);1960
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Sincelejo, Nuevo Mercado;1546
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Tibasosa (Boyac ), Coomproriente;882
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Tulu  (Valle del Cauca);2367
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Tunja, Complejo de Servicios del Sur;1307
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Valledupar, Mercabastos;1989
1/01/2022;VERDURAS Y HORTALIZAS;Apio;Villavicencio, CAV;1996
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Arauca (Arauca);3607
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Armenia, Mercar;4160
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Barranquillita;7922
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Granabastos;6853
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bogot , D.C., Corabastos;4282
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bucaramanga, Centroabastos;3818
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cartago (Valle del Cauca);4060
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Chiquinquir  (Boyac );2844
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;C£cuta, Cenabastos;3817
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Duitama (Boyac ), Mercaplaza;2788
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Carmen de Viboral (Antioquia);3756
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Santuario (Antioquia);3585
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ibagu‚, Plaza La 21;3904
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;La Ceja (Antioquia);3873
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Manizales, Centro Galer¡as;4311
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Marinilla (Antioquia);3529
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Medell¡n, Central Mayorista de Antioquia;3851
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";4125
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Neiva, Surabastos;3738
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Palmira (Valle del Cauca);3514
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pamplona (Norte de Santander);3321
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, La 41;4155
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, Mercasa;4223
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Rionegro (Antioquia);4005
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Gil (Santander);4070
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Vicente (Antioquia);3719
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Socorro (Santander);3267
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sons¢n (Antioquia);3423
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tibasosa (Boyac ), Coomproriente;3226
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tulu  (Valle del Cauca);3990
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tunja, Complejo de Servicios del Sur;2879
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Villavicencio, CAV;4173
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Yopal (Casanare);3620
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Bogot , D.C., Corabastos;2917
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Cavasa;3775
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Santa Elena;3775
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;La Uni¢n (Nari¤o);3394
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Medell¡n, Central Mayorista de Antioquia;3748
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Pasto, El Potrerillo;3412
1/01/2022;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Popay n, Plaza de mercado del barrio Bol¡var;3320
1/01/2022;VERDURAS Y HORTALIZAS;Berenjena;Barranquilla, Barranquillita;977
1/01/2022;VERDURAS Y HORTALIZAS;Berenjena;Bogot , D.C., Corabastos;2111
1/01/2022;VERDURAS Y HORTALIZAS;Berenjena;Manizales, Centro Galer¡as;2611
1/01/2022;VERDURAS Y HORTALIZAS;Berenjena;Medell¡n, Central Mayorista de Antioquia;2100
1/01/2022;VERDURAS Y HORTALIZAS;Berenjena;Monter¡a, Mercado del Sur;2363
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Armenia, Mercar;2150
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Barranquilla, Barranquillita;8000
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Barranquilla, Granabastos;6552
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Bogot , D.C., Corabastos;3997
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Bucaramanga, Centroabastos;3820
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Cali, Santa Elena;2671
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Cartagena, Bazurto;6000
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Chiquinquir  (Boyac );1675
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;C£cuta, Cenabastos;4573
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Duitama (Boyac ), Mercaplaza;1983
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Ibagu‚, Plaza La 21;2038
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Ipiales (Nari¤o), Ipiales somos todos;1580
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Manizales, Centro Galer¡as;4083
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Marinilla (Antioquia);1912
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Medell¡n, Central Mayorista de Antioquia;3358
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";2911
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Neiva, Surabastos;5329
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Palmira (Valle del Cauca);1813
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Pamplona (Norte de Santander);2917
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Pasto, El Potrerillo;1260
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Pereira, Mercasa;2533
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Tibasosa (Boyac ), Coomproriente;1817
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Tunja, Complejo de Servicios del Sur;2372
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;T£querres (Nari¤o);955
1/01/2022;VERDURAS Y HORTALIZAS;Br¢coli;Villavicencio, CAV;3892
1/01/2022;VERDURAS Y HORTALIZAS;Calabac¡n;Bogot , D.C., Corabastos;1122
1/01/2022;VERDURAS Y HORTALIZAS;Calabac¡n;Bucaramanga, Centroabastos;1591
1/01/2022;VERDURAS Y HORTALIZAS;Calabac¡n;Duitama (Boyac ), Mercaplaza;804
1/01/2022;VERDURAS Y HORTALIZAS;Calabac¡n;Medell¡n, Central Mayorista de Antioquia;2468
1/01/2022;VERDURAS Y HORTALIZAS;Calabac¡n;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";2885
1/01/2022;VERDURAS Y HORTALIZAS;Calabac¡n;Tibasosa (Boyac ), Coomproriente;791
1/01/2022;VERDURAS Y HORTALIZAS;Calabac¡n;Tunja, Complejo de Servicios del Sur;898
1/01/2022;VERDURAS Y HORTALIZAS;Calabaza;Bogot , D.C., Corabastos;428
1/01/2022;VERDURAS Y HORTALIZAS;Calabaza;C£cuta, Cenabastos;911
1/01/2022;VERDURAS Y HORTALIZAS;Calabaza;Medell¡n, Central Mayorista de Antioquia;925
1/01/2022;VERDURAS Y HORTALIZAS;Calabaza;Villavicencio, CAV;953
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Arauca (Arauca);1771
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Armenia, Mercar;1864
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Barranquillita;2098
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Granabastos;2013
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bogot , D.C., Corabastos;1703
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bucaramanga, Centroabastos;1633
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartagena, Bazurto;2038
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartago (Valle del Cauca);1986
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Chiquinquir  (Boyac );1390
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;C£cuta, Cenabastos;1719
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Duitama (Boyac ), Mercaplaza;1779
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Florencia (Caquet );1903
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ibagu‚, Plaza La 21;1774
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Manizales, Centro Galer¡as;1944
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Medell¡n, Central Mayorista de Antioquia;1814
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";2017
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Monter¡a, Mercado del Sur;1822
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pamplona (Norte de Santander);1564
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, La 41;1887
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, Mercasa;1810
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Rionegro (Antioquia);1984
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;San Gil (Santander);1754
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Santa Marta (Magdalena);1961
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sincelejo, Nuevo Mercado;1921
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Socorro (Santander);1667
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tibasosa (Boyac ), Coomproriente;1628
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tunja, Complejo de Servicios del Sur;1540
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Valledupar, Mercabastos;1809
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Villavicencio, CAV;1852
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Yopal (Casanare);2169
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);1998
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Cavasa;1852
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Santa Elena;1675
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Neiva, Surabastos;1780
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Palmira (Valle del Cauca);1846
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Ipiales (Nari¤o), Ipiales somos todos;1645
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Cali, Cavasa;1380
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Pasto, El Potrerillo;1206
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Popay n, Plaza de mercado del barrio Bol¡var;1658
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;T£querres (Nari¤o);1461
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Arauca (Arauca);2730
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Bogot , D.C., Corabastos;2609
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cartagena, Bazurto;2212
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Florencia (Caquet );2775
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Neiva, Surabastos;2624
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Pereira, Mercasa;2439
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Santa Marta (Magdalena);2637
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Sincelejo, Nuevo Mercado;2103
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Tibasosa (Boyac ), Coomproriente;2425
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercabastos;2185
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercado Nuevo;2185
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Bucaramanga, Centroabastos;2419
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Cali, Cavasa;2414
1/01/2022;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Ipiales (Nari¤o), Ipiales somos todos;2183
