Fecha;Grupo;Producto;Mercado;Precio_promedio_por_kilogramo
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Manizales, Centro Galerías;2786
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Marinilla (Antioquia);1565
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Medellín, Central Mayorista de Antioquia;2437
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;"Medellín, Plaza Minorista ""José María Villa""";1930
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Montería, Mercado del Sur;2558
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Neiva, Surabastos;2171
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Palmira (Valle del Cauca);3000
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Pamplona (Norte de Santander);2924
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Pasto, El Potrerillo;2100
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Peñol (Antioquia);1482
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Pereira, La 41;3137
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Pereira, Mercasa;2985
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Popayán, Plaza de mercado del barrio Bolívar;2282
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Rionegro (Antioquia);1827
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;San Gil (Santander);2423
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Santa Marta (Magdalena);2590
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Sincelejo, Nuevo Mercado;2425
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Socorro (Santander);2162
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Sonsón (Antioquia);1665
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Tibasosa (Boyacá), Coomproriente;2746
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Tuluá (Valle del Cauca);2667
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Tunja, Complejo de Servicios del Sur;2475
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Valledupar, Mercabastos;3502
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Valledupar, Mercado Nuevo;3526
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Villavicencio, CAV;2523
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón;Yopal (Casanare);3908
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón verde;Bucaramanga, Centroabastos;1471
1/07/2021;VERDURAS Y HORTALIZAS;Pimentón verde;Medellín, Central Mayorista de Antioquia;3023
1/07/2021;VERDURAS Y HORTALIZAS;Rábano rojo;Armenia, Mercar;3150
1/07/2021;VERDURAS Y HORTALIZAS;Rábano rojo;Barranquilla, Barranquillita;5985
1/07/2021;VERDURAS Y HORTALIZAS;Rábano rojo;Bogotá, D.C., Corabastos;3261
1/07/2021;VERDURAS Y HORTALIZAS;Rábano rojo;Bucaramanga, Centroabastos;4005
1/07/2021;VERDURAS Y HORTALIZAS;Rábano rojo;Cartagena, Bazurto;5500
1/07/2021;VERDURAS Y HORTALIZAS;Rábano rojo;Manizales, Centro Galerías;6611
1/07/2021;VERDURAS Y HORTALIZAS;Rábano rojo;Medellín, Central Mayorista de Antioquia;2076
1/07/2021;VERDURAS Y HORTALIZAS;Rábano rojo;Neiva, Surabastos;5771
1/07/2021;VERDURAS Y HORTALIZAS;Rábano rojo;Pasto, El Potrerillo;4381
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Arauca (Arauca);1464
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Armenia, Mercar;1367
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Barranquilla, Barranquillita;1477
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Barranquilla, Granabastos;1319
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Bogotá, D.C., Corabastos;1170
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Bucaramanga, Centroabastos;1661
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Cartagena, Bazurto;1254
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Chiquinquirá (Boyacá);1317
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Duitama (Boyacá);1550
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;El Santuario (Antioquia);646
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Florencia (Caquetá);1053
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Ibagué, Plaza La 21;1373
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Ipiales (Nariño), Ipiales somos todos;1167
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;La Ceja (Antioquia);1046
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Manizales, Centro Galerías;1667
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Medellín, Central Mayorista de Antioquia;607
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;"Medellín, Plaza Minorista ""José María Villa""";837
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Montería, Mercado del Sur;1196
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Neiva, Surabastos;1282
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Pereira, Mercasa;1724
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Rionegro (Antioquia);821
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;San Gil (Santander);1581
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Santa Marta (Magdalena);1253
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Sincelejo, Nuevo Mercado;1146
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Tibasosa (Boyacá), Coomproriente;1383
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Tunja, Complejo de Servicios del Sur;1308
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Valledupar, Mercabastos;1266
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Villavicencio, CAV;1402
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha;Yopal (Casanare);1280
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca);1951
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha bogotana;Cali, Cavasa;1400
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha bogotana;Cali, Santa Elena;1312
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha bogotana;Cartago (Valle del Cauca);1589
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha bogotana;Palmira (Valle del Cauca);1440
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha regional;Cúcuta, Cenabastos;1190
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha regional;Marinilla (Antioquia);597
1/07/2021;VERDURAS Y HORTALIZAS;Remolacha regional;Pamplona (Norte de Santander);760
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Arauca (Arauca);1370
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Armenia, Mercar;1155
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Barranquilla, Barranquillita;1763
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Barranquilla, Granabastos;1763
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Bucaramanga, Centroabastos;594
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca);1114
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Cali, Cavasa;946
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Cali, Santa Elena;952
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Cartagena, Bazurto;1570
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Cartago (Valle del Cauca);1489
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;El Santuario (Antioquia);1168
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;La Ceja (Antioquia);1545
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;La Unión (Nariño);1210
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Marinilla (Antioquia);1111
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Medellín, Central Mayorista de Antioquia;1101
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;"Medellín, Plaza Minorista ""José María Villa""";1930
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Montería, Mercado del Sur;1312
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Palmira (Valle del Cauca);946
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Pasto, El Potrerillo;977
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Pereira, La 41;1311
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Pereira, Mercasa;1275
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Popayán, Plaza de mercado del barrio Bolívar;1117
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Rionegro (Antioquia);1265
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Santa Marta (Magdalena);1877
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Sincelejo, Nuevo Mercado;1234
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Sonsón (Antioquia);638
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Tuluá (Valle del Cauca);986
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Túquerres (Nariño);1002
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Valledupar, Mercabastos;887
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Villavicencio, CAV;2104
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco;Yopal (Casanare);1247
1/07/2021;VERDURAS Y HORTALIZAS;Repollo blanco bogotano;Pereira, Mercasa;1690
1/07/2021;VERDURAS Y HORTALIZAS;Repollo morado;Bogotá, D.C., Corabastos;1283
1/07/2021;VERDURAS Y HORTALIZAS;Repollo morado;Bucaramanga, Centroabastos;1422
1/07/2021;VERDURAS Y HORTALIZAS;Repollo morado;Cali, Cavasa;1171
1/07/2021;VERDURAS Y HORTALIZAS;Repollo morado;Cúcuta, Cenabastos;1238
1/07/2021;VERDURAS Y HORTALIZAS;Repollo morado;Medellín, Central Mayorista de Antioquia;791
1/07/2021;VERDURAS Y HORTALIZAS;Repollo morado;Pamplona (Norte de Santander);1022
1/07/2021;VERDURAS Y HORTALIZAS;Repollo morado;Pasto, El Potrerillo;833
1/07/2021;VERDURAS Y HORTALIZAS;Repollo verde;Bogotá, D.C., Corabastos;1883
1/07/2021;VERDURAS Y HORTALIZAS;Repollo verde;Cúcuta, Cenabastos;722
1/07/2021;VERDURAS Y HORTALIZAS;Repollo verde;Ipiales (Nariño), Ipiales somos todos;1126
1/07/2021;VERDURAS Y HORTALIZAS;Repollo verde;Manizales, Centro Galerías;1467
1/07/2021;VERDURAS Y HORTALIZAS;Repollo verde;Pamplona (Norte de Santander);545
1/07/2021;VERDURAS Y HORTALIZAS;Repollo verde;San Gil (Santander);844
1/07/2021;VERDURAS Y HORTALIZAS;Repollo verde;Tibasosa (Boyacá), Coomproriente;785
1/07/2021;VERDURAS Y HORTALIZAS;Repollo verde;Tunja, Complejo de Servicios del Sur;826
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Arauca (Arauca);1970
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Armenia, Mercar;1684
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Barranquilla, Barranquillita;1548
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Barranquilla, Granabastos;1530
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Bogotá, D.C., Corabastos;1769
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Cali, Cavasa;1810
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Cali, Santa Elena;1628
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Cartagena, Bazurto;1579
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Cartago (Valle del Cauca);1885
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Chiquinquirá (Boyacá);1419
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Cúcuta, Cenabastos;1497
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Duitama (Boyacá);1499
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Florencia (Caquetá);1680
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Ibagué, Plaza La 21;1353
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Manizales, Centro Galerías;1486
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Neiva, Surabastos;1643
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Palmira (Valle del Cauca);1861
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Pamplona (Norte de Santander);1598
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Pereira, La 41;1907
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Pereira, Mercasa;1582
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Santa Bárbara (Antioquia);1178
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Santa Marta (Magdalena);1532
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Sincelejo, Nuevo Mercado;1385
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Tibasosa (Boyacá), Coomproriente;1554
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Tuluá (Valle del Cauca);1719
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Tunja, Complejo de Servicios del Sur;1420
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Valledupar, Mercabastos;1369
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Valledupar, Mercado Nuevo;1369
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto;Villavicencio, CAV;2009
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca);2452
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto regional;La Ceja (Antioquia);1102
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto regional;Marinilla (Antioquia);948
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto regional;Medellín, Central Mayorista de Antioquia;1482
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto regional;"Medellín, Plaza Minorista ""José María Villa""";1420
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto regional;Montería, Mercado del Sur;1385
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto regional;Peñol (Antioquia);809
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto regional;Rionegro (Antioquia);1218
1/07/2021;VERDURAS Y HORTALIZAS;Tomate chonto regional;Sonsón (Antioquia);960
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Bogotá, D.C., Corabastos;2208
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Cali, Cavasa;2568
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Cali, Santa Elena;2633
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Florencia (Caquetá);2072
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Marinilla (Antioquia);1027
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Medellín, Central Mayorista de Antioquia;3143
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Neiva, Surabastos;2225
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Pasto, El Potrerillo;1559
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Peñol (Antioquia);879
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Popayán, Plaza de mercado del barrio Bolívar;2037
1/07/2021;VERDURAS Y HORTALIZAS;Tomate larga vida;Villavicencio, CAV;1739
1/07/2021;VERDURAS Y HORTALIZAS;Tomate riñón;Armenia, Mercar;3067
1/07/2021;VERDURAS Y HORTALIZAS;Tomate riñón;Bucaramanga, Centroabastos;2510
1/07/2021;VERDURAS Y HORTALIZAS;Tomate riñón;Cartago (Valle del Cauca);2830
1/07/2021;VERDURAS Y HORTALIZAS;Tomate riñón;Ipiales (Nariño), Ipiales somos todos;1568
1/07/2021;VERDURAS Y HORTALIZAS;Tomate riñón;Medellín, Central Mayorista de Antioquia;2899
1/07/2021;VERDURAS Y HORTALIZAS;Tomate riñón;Sincelejo, Nuevo Mercado;3068
1/07/2021;VERDURAS Y HORTALIZAS;Tomate riñón valluno;Montería, Mercado del Sur;3493
1/07/2021;VERDURAS Y HORTALIZAS;Tomate riñón valluno;Pereira, Mercasa;3388
1/07/2021;VERDURAS Y HORTALIZAS;Tomate Riogrande;Bucaramanga, Centroabastos;1303
1/07/2021;VERDURAS Y HORTALIZAS;Tomate Riogrande;Cúcuta, Cenabastos;1500
1/07/2021;VERDURAS Y HORTALIZAS;Tomate Riogrande;Duitama (Boyacá);1537
1/07/2021;VERDURAS Y HORTALIZAS;Tomate Riogrande;San Gil (Santander);1074
1/07/2021;VERDURAS Y HORTALIZAS;Tomate Riogrande;Socorro (Santander);1013
1/07/2021;VERDURAS Y HORTALIZAS;Tomate Riogrande;Tibasosa (Boyacá), Coomproriente;1577
1/07/2021;VERDURAS Y HORTALIZAS;Tomate Riogrande;Yopal (Casanare);2105
1/07/2021;VERDURAS Y HORTALIZAS;Tomate Riogrande bumangués;Barranquilla, Barranquillita;1692
1/07/2021;VERDURAS Y HORTALIZAS;Tomate Riogrande bumangués;Barranquilla, Granabastos;1851
1/07/2021;VERDURAS Y HORTALIZAS;Tomate Riogrande bumangués;Cartagena, Bazurto;2130
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Arauca (Arauca);1872
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Armenia, Mercar;1924
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Bogotá, D.C., Corabastos;2026
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Bucaramanga, Centroabastos;1802
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca);1361
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Cali, Cavasa;1194
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Cali, Santa Elena;1189
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Cartago (Valle del Cauca);1944
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Chiquinquirá (Boyacá);1632
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Cúcuta, Cenabastos;1618
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Duitama (Boyacá);1644
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Florencia (Caquetá);1650
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Ibagué, Plaza La 21;1876
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Ipiales (Nariño), Ipiales somos todos;967
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;La Unión (Nariño);1114
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Manizales, Centro Galerías;1971
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Neiva, Surabastos;1988
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Palmira (Valle del Cauca);1124
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Pamplona (Norte de Santander);1409
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Pasto, El Potrerillo;939
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Popayán, Plaza de mercado del barrio Bolívar;892
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;San Gil (Santander);1765
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Santa Marta (Magdalena);1906
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Sincelejo, Nuevo Mercado;1851
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Tibasosa (Boyacá), Coomproriente;1627
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Tuluá (Valle del Cauca);1828
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Tunja, Complejo de Servicios del Sur;1637
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Túquerres (Nariño);878
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Valledupar, Mercabastos;1929
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Villavicencio, CAV;1817
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria;Yopal (Casanare);1783
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Barranquilla, Barranquillita;1988
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Barranquilla, Granabastos;1938
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Cali, Cavasa;1993
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Cartagena, Bazurto;1884
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Cúcuta, Cenabastos;2140
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Pereira, La 41;2183
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Pereira, Mercasa;1768
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Tuluá (Valle del Cauca);1901
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria larga vida;El Carmen de Viboral (Antioquia);1340
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria larga vida;El Santuario (Antioquia);1509
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria larga vida;La Ceja (Antioquia);1608
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria larga vida;Marinilla (Antioquia);1414
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria larga vida;Medellín, Central Mayorista de Antioquia;1438
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria larga vida;"Medellín, Plaza Minorista ""José María Villa""";1655
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria larga vida;Montería, Mercado del Sur;1682
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria larga vida;Rionegro (Antioquia);1580
1/07/2021;VERDURAS Y HORTALIZAS;Zanahoria larga vida;Sonsón (Antioquia);1439
1/07/2021;FRUTAS;Aguacate común;Bucaramanga, Centroabastos;4364
1/07/2021;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca);3296
1/07/2021;FRUTAS;Aguacate común;Cúcuta, Cenabastos;4219
1/07/2021;FRUTAS;Aguacate común;Ibagué, Plaza La 21;1958
1/07/2021;FRUTAS;Aguacate común;Neiva, Surabastos;2606
1/07/2021;FRUTAS;Aguacate común;Santa Bárbara (Antioquia);2400
1/07/2021;FRUTAS;Aguacate común;Tuluá (Valle del Cauca);3167
1/07/2021;FRUTAS;Aguacate común;Tunja, Complejo de Servicios del Sur;3045
1/07/2021;FRUTAS;Aguacate común;Valledupar, Mercado Nuevo;3200
1/07/2021;FRUTAS;Aguacate Hass;Bogotá, D.C., Corabastos;4769
1/07/2021;FRUTAS;Aguacate Hass;Chiquinquirá (Boyacá);3050
1/07/2021;FRUTAS;Aguacate Hass;La Ceja (Antioquia);2811
1/07/2021;FRUTAS;Aguacate Hass;Medellín, Central Mayorista de Antioquia;3242
1/07/2021;FRUTAS;Aguacate Hass;Rionegro (Antioquia);3193
1/07/2021;FRUTAS;Aguacate Hass;San Gil (Santander);4926
1/07/2021;FRUTAS;Aguacate Hass;San Vicente (Antioquia);2550
1/07/2021;FRUTAS;Aguacate Hass;Sonsón (Antioquia);2670
1/07/2021;FRUTAS;Aguacate Hass;Tibasosa (Boyacá), Coomproriente;4156
1/07/2021;FRUTAS;Aguacate Hass;Tunja, Complejo de Servicios del Sur;3914
1/07/2021;FRUTAS;Aguacate papelillo;Arauca (Arauca);6025
1/07/2021;FRUTAS;Aguacate papelillo;Armenia, Mercar;3567
1/07/2021;FRUTAS;Aguacate papelillo;Armenia, Retiro;2614
1/07/2021;FRUTAS;Aguacate papelillo;Bogotá, D.C., Corabastos;4493
1/07/2021;FRUTAS;Aguacate papelillo;Bucaramanga, Centroabastos;3913
1/07/2021;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca);4154
1/07/2021;FRUTAS;Aguacate papelillo;Cali, Cavasa;3562
1/07/2021;FRUTAS;Aguacate papelillo;Cali, Santa Elena;3791
1/07/2021;FRUTAS;Aguacate papelillo;Cartagena, Bazurto;4808
1/07/2021;FRUTAS;Aguacate papelillo;Cartago (Valle del Cauca);3533
1/07/2021;FRUTAS;Aguacate papelillo;Chiquinquirá (Boyacá);3117
1/07/2021;FRUTAS;Aguacate papelillo;Duitama (Boyacá);4668
1/07/2021;FRUTAS;Aguacate papelillo;Florencia (Caquetá);4280
1/07/2021;FRUTAS;Aguacate papelillo;Ibagué, Plaza La 21;3371
1/07/2021;FRUTAS;Aguacate papelillo;Manizales, Centro Galerías;3333
1/07/2021;FRUTAS;Aguacate papelillo;Medellín, Central Mayorista de Antioquia;3260
1/07/2021;FRUTAS;Aguacate papelillo;"Medellín, Plaza Minorista ""José María Villa""";3404
1/07/2021;FRUTAS;Aguacate papelillo;Montería, Mercado del Sur;4083
1/07/2021;FRUTAS;Aguacate papelillo;Neiva, Surabastos;3651
1/07/2021;FRUTAS;Aguacate papelillo;Palmira (Valle del Cauca);3642
1/07/2021;FRUTAS;Aguacate papelillo;Pereira, La 41;3607
1/07/2021;FRUTAS;Aguacate papelillo;Pereira, Mercasa;3504
1/07/2021;FRUTAS;Aguacate papelillo;Popayán, Plaza de mercado del barrio Bolívar;3783
1/07/2021;FRUTAS;Aguacate papelillo;Santa Bárbara (Antioquia);2433
1/07/2021;FRUTAS;Aguacate papelillo;Sincelejo, Nuevo Mercado;3704
1/07/2021;FRUTAS;Aguacate papelillo;Tibasosa (Boyacá), Coomproriente;4456
1/07/2021;FRUTAS;Aguacate papelillo;Tuluá (Valle del Cauca);3611
1/07/2021;FRUTAS;Aguacate papelillo;Tunja, Complejo de Servicios del Sur;4266
1/07/2021;FRUTAS;Aguacate papelillo;Valledupar, Mercado Nuevo;4075
1/07/2021;FRUTAS;Aguacate papelillo;Villavicencio, CAV;4515
1/07/2021;FRUTAS;Aguacate papelillo;Yopal (Casanare);5050
1/07/2021;FRUTAS;Badea;Neiva, Surabastos;1667
1/07/2021;FRUTAS;Banano bocadillo;Bogotá, D.C., Corabastos;1908
1/07/2021;FRUTAS;Banano bocadillo;Duitama (Boyacá);1513
1/07/2021;FRUTAS;Banano bocadillo;Medellín, Central Mayorista de Antioquia;1252
1/07/2021;FRUTAS;Banano bocadillo;Santa Bárbara (Antioquia);880
1/07/2021;FRUTAS;Banano bocadillo;Tibasosa (Boyacá), Coomproriente;1368
1/07/2021;FRUTAS;Banano bocadillo;Tunja, Complejo de Servicios del Sur;1404
1/07/2021;FRUTAS;Banano criollo;Armenia, Mercar;767
1/07/2021;FRUTAS;Banano criollo;Armenia, Retiro;632
1/07/2021;FRUTAS;Banano criollo;Barranquilla, Barranquillita;987
1/07/2021;FRUTAS;Banano criollo;Bogotá, D.C., Corabastos;1734
1/07/2021;FRUTAS;Banano criollo;Bucaramanga, Centroabastos;1680
