Fecha;Grupo;Producto;Mercado;Precio_promedio_por_kilogramo
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Armenia, Mercar;1260
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Barranquilla, Barranquillita;4000
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Bogotá, D.C., Corabastos;848
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Bucaramanga, Centroabastos;1550
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Chiquinquirá (Boyacá);1243
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Duitama (Boyacá);979
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Ibagué, Plaza La 21;1408
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Ipiales (Nariño), Ipiales somos todos;1394
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Medellín, Central Mayorista de Antioquia;1376
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Neiva, Surabastos;2010
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Pamplona (Norte de Santander);3000
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Pasto, El Potrerillo;1823
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Pereira, Mercasa;1951
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Sogamoso (Boyacá);1000
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Tunja, Complejo de Servicios del Sur;1145
1/01/2021;VERDURAS Y HORTALIZAS;Acelga;Villavicencio, CAV;1553
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Armenia, Mercar;636
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Barranquilla, Barranquillita;627
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Barranquilla, Granabastos;638
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Bogotá, D.C., Corabastos;960
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Bucaramanga, Centroabastos;547
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);1012
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Cavasa;733
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Santa Elena;563
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Cartagena, Bazurto;868
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Cartago (Valle del Cauca);858
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Cúcuta, Cenabastos;834
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Duitama (Boyacá);655
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Ibagué, Plaza La 21;779
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Manizales, Centro Galerías;800
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Medellín, Central Mayorista de Antioquia;656
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;"Medellín, Plaza Minorista ""José María Villa""";659
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Montería, Mercado del Sur;297
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Palmira (Valle del Cauca);756
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Pamplona (Norte de Santander);1000
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, La 41;900
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, Mercasa;931
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Popayán, Plaza de mercado del barrio Bolívar;983
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Rionegro (Antioquia);896
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;San Gil (Santander);763
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Sincelejo, Nuevo Mercado;500
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Socorro (Santander);767
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Sogamoso (Boyacá);625
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Tuluá (Valle del Cauca);767
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Tunja, Complejo de Servicios del Sur;588
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercabastos;508
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercado Nuevo;506
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyama;Yopal (Casanare);500
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Arauca (Arauca);993
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Bogotá, D.C., Corabastos;1508
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Bucaramanga, Centroabastos;721
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Duitama (Boyacá);682
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Florencia (Caquetá);1360
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Ibagué, Plaza La 21;1692
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Neiva, Surabastos;1699
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Pamplona (Norte de Santander);1000
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);San Gil (Santander);729
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Sogamoso (Boyacá);834
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Tunja, Complejo de Servicios del Sur;589
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Villavicencio, CAV;1407
1/01/2021;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Yopal (Casanare);775
1/01/2021;VERDURAS Y HORTALIZAS;Ají topito dulce;Barranquilla, Barranquillita;3810
1/01/2021;VERDURAS Y HORTALIZAS;Ají topito dulce;Cartagena, Bazurto;3102
1/01/2021;VERDURAS Y HORTALIZAS;Ají topito dulce;Medellín, Central Mayorista de Antioquia;3557
1/01/2021;VERDURAS Y HORTALIZAS;Ají topito dulce;Montería, Mercado del Sur;2890
1/01/2021;VERDURAS Y HORTALIZAS;Ají topito dulce;Sincelejo, Nuevo Mercado;2598
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Bogotá, D.C., Corabastos;10338
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Chiquinquirá (Boyacá);2295
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Cúcuta, Cenabastos;1463
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Duitama (Boyacá);3683
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Ipiales (Nariño), Ipiales somos todos;6407
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Manizales, Centro Galerías;6758
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Medellín, Central Mayorista de Antioquia;7432
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Pamplona (Norte de Santander);1264
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Pasto, El Potrerillo;6807
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Pereira, La 41;6273
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Pereira, Mercasa;7010
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;San Gil (Santander);2733
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Sogamoso (Boyacá);2207
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Tunja, Complejo de Servicios del Sur;1977
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Túquerres (Nariño);7219
1/01/2021;VERDURAS Y HORTALIZAS;Ajo;Villavicencio, CAV;4828
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Arauca (Arauca);7063
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Armenia, Mercar;6991
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Barranquillita;5200
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Granabastos;5165
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Bogotá, D.C., Corabastos;6100
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Bucaramanga, Centroabastos;6097
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);6563
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Cavasa;5611
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Santa Elena;5379
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Cartagena, Bazurto;5196
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Cartago (Valle del Cauca);6833
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Cúcuta, Cenabastos;5700
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Ibagué, Plaza La 21;6970
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Ipiales (Nariño), Ipiales somos todos;5638
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Manizales, Centro Galerías;7146
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Medellín, Central Mayorista de Antioquia;5250
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Montería, Mercado del Sur;5242
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Neiva, Surabastos;6194
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Palmira (Valle del Cauca);5791
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Pasto, El Potrerillo;5721
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, La 41;6408
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, Mercasa;5993
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Popayán, Plaza de mercado del barrio Bolívar;6078
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Sincelejo, Nuevo Mercado;5248
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Tuluá (Valle del Cauca);6354
1/01/2021;VERDURAS Y HORTALIZAS;Ajo importado;Valledupar, Mercabastos;5410
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Arauca (Arauca);1681
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Armenia, Mercar;1181
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Barranquillita;1671
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Granabastos;1742
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Bogotá, D.C., Corabastos;1574
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Bucaramanga, Centroabastos;978
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Cali, Cavasa;1740
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Cali, Santa Elena;1441
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Cartagena, Bazurto;1853
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Cartago (Valle del Cauca);1797
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Chiquinquirá (Boyacá);938
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Cúcuta, Cenabastos;1589
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Duitama (Boyacá);795
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Ibagué, Plaza La 21;1701
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Ipiales (Nariño), Ipiales somos todos;2247
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Manizales, Centro Galerías;2097
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Marinilla (Antioquia);1119
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Medellín, Central Mayorista de Antioquia;1402
1/01/2021;VERDURAS Y HORTALIZAS;Apio;"Medellín, Plaza Minorista ""José María Villa""";1255
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Montería, Mercado del Sur;1692
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Neiva, Surabastos;1815
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Palmira (Valle del Cauca);2492
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Pamplona (Norte de Santander);1500
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Pereira, La 41;2063
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Pereira, Mercasa;2348
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Rionegro (Antioquia);1224
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Santa Marta (Magdalena);2010
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Sincelejo, Nuevo Mercado;1490
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Sogamoso (Boyacá);1063
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Tuluá (Valle del Cauca);2073
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Tunja, Complejo de Servicios del Sur;1157
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Valledupar, Mercabastos;1782
1/01/2021;VERDURAS Y HORTALIZAS;Apio;Villavicencio, CAV;1859
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Arauca (Arauca);3572
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Armenia, Mercar;4686
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Barranquillita;6550
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Granabastos;6054
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bogotá, D.C., Corabastos;4064
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bucaramanga, Centroabastos;4598
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cartago (Valle del Cauca);4837
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Chiquinquirá (Boyacá);2829
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cúcuta, Cenabastos;4856
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Duitama (Boyacá);2981
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Carmen de Viboral (Antioquia);3631
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Santuario (Antioquia);3511
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ibagué, Plaza La 21;3805
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;La Ceja (Antioquia);3591
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Manizales, Centro Galerías;4200
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Marinilla (Antioquia);3558
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Medellín, Central Mayorista de Antioquia;3948
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;"Medellín, Plaza Minorista ""José María Villa""";4269
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Neiva, Surabastos;3923
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Palmira (Valle del Cauca);3388
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pamplona (Norte de Santander);4280
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, La 41;4395
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, Mercasa;4294
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Rionegro (Antioquia);3860
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Gil (Santander);4207
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Vicente (Antioquia);3656
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Socorro (Santander);3813
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sogamoso (Boyacá);3468
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sonsón (Antioquia);3766
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tuluá (Valle del Cauca);4033
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tunja, Complejo de Servicios del Sur;3045
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Villavicencio, CAV;4271
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Yopal (Casanare);3849
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Bogotá, D.C., Corabastos;4359
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);4120
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Cavasa;3757
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Santa Elena;3933
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;La Unión (Nariño);3087
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Medellín, Central Mayorista de Antioquia;3793
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Pasto, El Potrerillo;3258
1/01/2021;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Popayán, Plaza de mercado del barrio Bolívar;3203
1/01/2021;VERDURAS Y HORTALIZAS;Berenjena;Barranquilla, Barranquillita;1010
1/01/2021;VERDURAS Y HORTALIZAS;Berenjena;Bogotá, D.C., Corabastos;2134
1/01/2021;VERDURAS Y HORTALIZAS;Berenjena;Manizales, Centro Galerías;2116
1/01/2021;VERDURAS Y HORTALIZAS;Berenjena;Medellín, Central Mayorista de Antioquia;1984
1/01/2021;VERDURAS Y HORTALIZAS;Berenjena;Montería, Mercado del Sur;1420
1/01/2021;VERDURAS Y HORTALIZAS;Berenjena;Sincelejo, Nuevo Mercado;1240
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Armenia, Mercar;1924
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Barranquillita;5794
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Granabastos;5504
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Bogotá, D.C., Corabastos;2572
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Bucaramanga, Centroabastos;4750
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Cali, Cavasa;2394
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Cali, Santa Elena;1912
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Chiquinquirá (Boyacá);1557
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Cúcuta, Cenabastos;4573
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Duitama (Boyacá);1546
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Ibagué, Plaza La 21;1958
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Ipiales (Nariño), Ipiales somos todos;878
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Manizales, Centro Galerías;3410
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Marinilla (Antioquia);979
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Medellín, Central Mayorista de Antioquia;1479
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;"Medellín, Plaza Minorista ""José María Villa""";1689
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Neiva, Surabastos;4229
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Palmira (Valle del Cauca);1615
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Pamplona (Norte de Santander);4000
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Pasto, El Potrerillo;990
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Pereira, Mercasa;2222
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Sogamoso (Boyacá);1811
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Tunja, Complejo de Servicios del Sur;2094
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Túquerres (Nariño);720
1/01/2021;VERDURAS Y HORTALIZAS;Brócoli;Villavicencio, CAV;3165
1/01/2021;VERDURAS Y HORTALIZAS;Calabacín;Bogotá, D.C., Corabastos;758
1/01/2021;VERDURAS Y HORTALIZAS;Calabacín;Bucaramanga, Centroabastos;2281
1/01/2021;VERDURAS Y HORTALIZAS;Calabacín;Duitama (Boyacá);1015
1/01/2021;VERDURAS Y HORTALIZAS;Calabacín;Medellín, Central Mayorista de Antioquia;1530
1/01/2021;VERDURAS Y HORTALIZAS;Calabacín;Sogamoso (Boyacá);779
1/01/2021;VERDURAS Y HORTALIZAS;Calabacín;Tunja, Complejo de Servicios del Sur;1104
1/01/2021;VERDURAS Y HORTALIZAS;Calabaza;Bogotá, D.C., Corabastos;335
1/01/2021;VERDURAS Y HORTALIZAS;Calabaza;Cúcuta, Cenabastos;680
1/01/2021;VERDURAS Y HORTALIZAS;Calabaza;Medellín, Central Mayorista de Antioquia;800
1/01/2021;VERDURAS Y HORTALIZAS;Calabaza;Villavicencio, CAV;648
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Arauca (Arauca);1530
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Armenia, Mercar;1637
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Barranquillita;1602
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Granabastos;1548
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bogotá, D.C., Corabastos;1409
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bucaramanga, Centroabastos;1428
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartagena, Bazurto;1734
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartago (Valle del Cauca);1647
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Chiquinquirá (Boyacá);1600
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cúcuta, Cenabastos;1404
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Duitama (Boyacá);1271
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Florencia (Caquetá);1625
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ibagué, Plaza La 21;1438
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ipiales (Nariño), Ipiales somos todos;1170
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Manizales, Centro Galerías;1569
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Medellín, Central Mayorista de Antioquia;1669
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;"Medellín, Plaza Minorista ""José María Villa""";1796
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Montería, Mercado del Sur;1663
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pamplona (Norte de Santander);1324
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, La 41;1597
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, Mercasa;1532
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Rionegro (Antioquia);1665
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;San Gil (Santander);1413
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Santa Marta (Magdalena);1592
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sincelejo, Nuevo Mercado;1581
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Socorro (Santander);1370
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sogamoso (Boyacá);1280
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tunja, Complejo de Servicios del Sur;1210
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Valledupar, Mercabastos;1502
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Villavicencio, CAV;1520
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Yopal (Casanare);1714
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);1739
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Cavasa;1525
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Santa Elena;1454
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Neiva, Surabastos;1439
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Palmira (Valle del Cauca);1572
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Tuluá (Valle del Cauca);1696
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Ipiales (Nariño), Ipiales somos todos;1585
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Pasto, El Potrerillo;1155
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Popayán, Plaza de mercado del barrio Bolívar;1501
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Túquerres (Nariño);1445
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Arauca (Arauca);1517
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Barranquilla, Barranquillita;1331
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Bogotá, D.C., Corabastos;1520
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cúcuta, Cenabastos;1463
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Florencia (Caquetá);1895
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Neiva, Surabastos;1771
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Pereira, Mercasa;1656
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Santa Marta (Magdalena);1870
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Sincelejo, Nuevo Mercado;1273
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercabastos;1518
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercado Nuevo;1516
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Bucaramanga, Centroabastos;1685
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Cali, Cavasa;1588
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Ipiales (Nariño), Ipiales somos todos;1429
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Medellín, Central Mayorista de Antioquia;1639
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Montería, Mercado del Sur;1625
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Bucaramanga, Centroabastos;1376
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Barranquilla, Barranquillita;1776
1/01/2021;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Barranquilla, Granabastos;1738
