Fecha;Grupo;Producto;Mercado;Precio_por_kilogramo
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Armenia, Mercar;1295
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Barranquilla, Barranquillita;3544
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Bogotá, D.C., Corabastos;900
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Bucaramanga, Centroabastos;1253
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Chiquinquirá (Boyacá);1408
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Duitama (Boyacá);1000
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Florencia (Caquetá);1550
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Ibagué, Plaza La 21;1258
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Ipiales (Nariño), Ipiales somos todos;1547
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Medellín, Central Mayorista de Antioquia;1049
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Neiva, Surabastos;1775
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Pamplona (Norte de Santander);2000
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Pasto, El Potrerillo;2462
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Sogamoso (Boyacá);1167
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Tunja, Complejo de Servicios del Sur;1288
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Ubaté (Cundinamarca);769
1/01/2020;VERDURAS Y HORTALIZAS;Acelga;Villavicencio, CAV;1404
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Arauca (Arauca);857
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Armenia, Mercar;986
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Barranquilla, Barranquillita;825
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Barranquilla, Granabastos;781
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Bogotá, D.C., Corabastos;1329
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Bucaramanga, Centroabastos;899
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);1467
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Cavasa;1177
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Cali, Santa Helena;1196
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Cartagena, Bazurto;952
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Cartago (Valle del Cauca);1111
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Cúcuta, Cenabastos;964
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Duitama (Boyacá);779
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Ibagué, Plaza La 21;1026
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Manizales, Centro Galerías;1483
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Medellín, Central Mayorista de Antioquia;886
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;"Medellín, Plaza Minorista ""José María Villa""";801
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Montería, Mercado del Sur;461
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Palmira (Valle del Cauca);1316
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Pamplona (Norte de Santander);979
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, La 41;1257
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Pereira, Mercasa;1216
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Popayán, Plaza de mercado del barrio Bolívar;1048
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Rionegro (Antioquia);1068
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;San Gil (Santander);904
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Santa Marta (Magdalena);857
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Sincelejo, Nuevo Mercado;600
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Socorro (Santander);888
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Sogamoso (Boyacá);691
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Tuluá (Valle del Cauca);1195
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Tunja, Complejo de Servicios del Sur;758
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercabastos;732
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Valledupar, Mercado Nuevo;752
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyama;Yopal (Casanare);700
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Bogotá, D.C., Corabastos;913
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Bucaramanga, Centroabastos;551
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Duitama (Boyacá);870
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Florencia (Caquetá);1208
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Ibagué, Plaza La 21;1574
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Neiva, Surabastos;1227
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Pamplona (Norte de Santander);979
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);San Gil (Santander);731
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Sogamoso (Boyacá);791
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Tunja, Complejo de Servicios del Sur;888
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Villavicencio, CAV;1128
1/01/2020;VERDURAS Y HORTALIZAS;Ahuyamín (Sakata);Yopal (Casanare);1022
1/01/2020;VERDURAS Y HORTALIZAS;Ají topito dulce;Barranquilla, Barranquillita;2906
1/01/2020;VERDURAS Y HORTALIZAS;Ají topito dulce;Cartagena, Bazurto;2621
1/01/2020;VERDURAS Y HORTALIZAS;Ají topito dulce;Medellín, Central Mayorista de Antioquia;2390
1/01/2020;VERDURAS Y HORTALIZAS;Ají topito dulce;Montería, Mercado del Sur;2858
1/01/2020;VERDURAS Y HORTALIZAS;Ají topito dulce;Sincelejo, Nuevo Mercado;2642
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Bogotá, D.C., Corabastos;15333
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Chiquinquirá (Boyacá);4350
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Cúcuta, Cenabastos;3535
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Duitama (Boyacá);4117
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Ipiales (Nariño), Ipiales somos todos;9944
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Manizales, Centro Galerías;10486
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Medellín, Central Mayorista de Antioquia;10040
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Pamplona (Norte de Santander);3459
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Pasto, El Potrerillo;7536
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Pereira, La 41;7496
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Pereira, Mercasa;8992
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;San Gil (Santander);4472
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Sogamoso (Boyacá);4281
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Tunja, Complejo de Servicios del Sur;4179
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Túquerres (Nariño);8958
1/01/2020;VERDURAS Y HORTALIZAS;Ajo;Villavicencio, CAV;8150
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Arauca (Arauca);7819
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Armenia, Mercar;7633
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Barranquillita;6725
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Barranquilla, Granabastos;6671
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Bogotá, D.C., Corabastos;7629
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Bucaramanga, Centroabastos;6900
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);7478
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Cavasa;7028
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Cali, Santa Helena;7042
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Cartagena, Bazurto;6772
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Cartago (Valle del Cauca);7559
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Cúcuta, Cenabastos;7000
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Ibagué, Plaza La 21;8019
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Ipiales (Nariño), Ipiales somos todos;7085
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Manizales, Centro Galerías;8185
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Medellín, Central Mayorista de Antioquia;6931
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Montería, Mercado del Sur;6519
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Neiva, Surabastos;7781
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Palmira (Valle del Cauca);7153
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Pasto, El Potrerillo;7104
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, La 41;7982
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Pereira, Mercasa;8131
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Popayán, Plaza de mercado del barrio Bolívar;7794
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Sincelejo, Nuevo Mercado;6694
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Tuluá (Valle del Cauca);7710
1/01/2020;VERDURAS Y HORTALIZAS;Ajo importado;Valledupar, Mercabastos;6868
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Arauca (Arauca);1736
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Armenia, Mercar;945
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Barranquillita;1435
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Barranquilla, Granabastos;1459
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Bogotá, D.C., Corabastos;794
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Bucaramanga, Centroabastos;656
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Cali, Cavasa;1084
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Cali, Santa Helena;1061
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Cartagena, Bazurto;1275
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Cartago (Valle del Cauca);1324
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Chiquinquirá (Boyacá);783
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Cúcuta, Cenabastos;1178
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Duitama (Boyacá);663
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Ibagué, Plaza La 21;1206
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Ipiales (Nariño), Ipiales somos todos;2813
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Manizales, Centro Galerías;1517
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Marinilla (Antioquia);674
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Medellín, Central Mayorista de Antioquia;884
1/01/2020;VERDURAS Y HORTALIZAS;Apio;"Medellín, Plaza Minorista ""José María Villa""";995
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Montería, Mercado del Sur;1215
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Neiva, Surabastos;1378
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Palmira (Valle del Cauca);1583
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Pamplona (Norte de Santander);1177
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Pereira, La 41;1390
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Pereira, Mercasa;1647
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Rionegro (Antioquia);1056
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Santa Marta (Magdalena);1441
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Sincelejo, Nuevo Mercado;1192
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Sogamoso (Boyacá);769
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Tuluá (Valle del Cauca);1703
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Tunja, Complejo de Servicios del Sur;685
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Valledupar, Mercabastos;1376
1/01/2020;VERDURAS Y HORTALIZAS;Apio;Villavicencio, CAV;1500
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Arauca (Arauca);2981
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Armenia, Mercar;2931
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Barranquillita;5833
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Granabastos;5253
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bogotá, D.C., Corabastos;3060
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bucaramanga, Centroabastos;3085
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cartago (Valle del Cauca);3541
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Chiquinquirá (Boyacá);2313
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cúcuta, Cenabastos;3464
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Duitama (Boyacá);2135
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Carmen de Viboral (Antioquia);1863
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Santuario (Antioquia);1815
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ibagué, Plaza La 21;2688
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ipiales (Nariño), Ipiales somos todos;2428
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;La Ceja (Antioquia);2027
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Manizales, Centro Galerías;3000
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Marinilla (Antioquia);1888
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Medellín, Central Mayorista de Antioquia;1912
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;"Medellín, Plaza Minorista ""José María Villa""";2079
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Neiva, Surabastos;2473
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Palmira (Valle del Cauca);2471
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pamplona (Norte de Santander);2802
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, La 41;3092
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, Mercasa;3265
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Rionegro (Antioquia);2000
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Gil (Santander);3114
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Vicente (Antioquia);1706
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Socorro (Santander);2037
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sogamoso (Boyacá);2366
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sonsón (Antioquia);1342
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tuluá (Valle del Cauca);2837
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tunja, Complejo de Servicios del Sur;2319
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ubaté (Cundinamarca);1831
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Villavicencio, CAV;2554
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Yopal (Casanare);2406
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Bogotá, D.C., Corabastos;2939
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);3182
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Cavasa;2491
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Santa Helena;2758
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;La Unión (Nariño);2250
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Medellín, Central Mayorista de Antioquia;2100
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Pasto, El Potrerillo;2347
1/01/2020;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Popayán, Plaza de mercado del barrio Bolívar;2337
1/01/2020;VERDURAS Y HORTALIZAS;Berenjena;Barranquilla, Barranquillita;846
1/01/2020;VERDURAS Y HORTALIZAS;Berenjena;Bogotá, D.C., Corabastos;1955
1/01/2020;VERDURAS Y HORTALIZAS;Berenjena;Cartagena, Bazurto;1403
1/01/2020;VERDURAS Y HORTALIZAS;Berenjena;Manizales, Centro Galerías;2050
1/01/2020;VERDURAS Y HORTALIZAS;Berenjena;Medellín, Central Mayorista de Antioquia;1902
1/01/2020;VERDURAS Y HORTALIZAS;Berenjena;Montería, Mercado del Sur;1625
1/01/2020;VERDURAS Y HORTALIZAS;Berenjena;Sincelejo, Nuevo Mercado;1382
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Armenia, Mercar;2438
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Barranquillita;6061
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Granabastos;5259
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Bogotá, D.C., Corabastos;3657
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Bucaramanga, Centroabastos;3563
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Cali, Cavasa;2330
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Cali, Santa Helena;1946
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Cartagena, Bazurto;6100
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Chiquinquirá (Boyacá);1629
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Cúcuta, Cenabastos;3777
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Duitama (Boyacá);1658
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Ibagué, Plaza La 21;2028
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Ipiales (Nariño), Ipiales somos todos;1559
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Manizales, Centro Galerías;4247
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Marinilla (Antioquia);1788
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Medellín, Central Mayorista de Antioquia;3610
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;"Medellín, Plaza Minorista ""José María Villa""";3068
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Neiva, Surabastos;4802
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Palmira (Valle del Cauca);1840
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Pamplona (Norte de Santander);2563
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Pasto, El Potrerillo;1521
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Sogamoso (Boyacá);1766
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Tunja, Complejo de Servicios del Sur;1899
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Túquerres (Nariño);1219
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Ubaté (Cundinamarca);3050
1/01/2020;VERDURAS Y HORTALIZAS;Brócoli;Villavicencio, CAV;3565
1/01/2020;VERDURAS Y HORTALIZAS;Calabacín;Bogotá, D.C., Corabastos;655
1/01/2020;VERDURAS Y HORTALIZAS;Calabacín;Bucaramanga, Centroabastos;1488
1/01/2020;VERDURAS Y HORTALIZAS;Calabacín;Duitama (Boyacá);833
1/01/2020;VERDURAS Y HORTALIZAS;Calabacín;Medellín, Central Mayorista de Antioquia;1052
1/01/2020;VERDURAS Y HORTALIZAS;Calabacín;Sogamoso (Boyacá);691
1/01/2020;VERDURAS Y HORTALIZAS;Calabacín;Tunja, Complejo de Servicios del Sur;706
1/01/2020;VERDURAS Y HORTALIZAS;Calabacín;Ubaté (Cundinamarca);1500
1/01/2020;VERDURAS Y HORTALIZAS;Calabaza;Bogotá, D.C., Corabastos;395
1/01/2020;VERDURAS Y HORTALIZAS;Calabaza;Cúcuta, Cenabastos;721
1/01/2020;VERDURAS Y HORTALIZAS;Calabaza;Medellín, Central Mayorista de Antioquia;982
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Arauca (Arauca);859
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Armenia, Mercar;902
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Barranquillita;924
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Granabastos;964
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bogotá, D.C., Corabastos;704
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bucaramanga, Centroabastos;691
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartagena, Bazurto;964
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartago (Valle del Cauca);1008
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Chiquinquirá (Boyacá);1008
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cúcuta, Cenabastos;727
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Duitama (Boyacá);608
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Florencia (Caquetá);952
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ibagué, Plaza La 21;935
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Manizales, Centro Galerías;931
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Medellín, Central Mayorista de Antioquia;1037
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;"Medellín, Plaza Minorista ""José María Villa""";1180
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Montería, Mercado del Sur;922
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pamplona (Norte de Santander);703
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, La 41;917
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, Mercasa;842
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Rionegro (Antioquia);922
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;San Gil (Santander);807
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Santa Marta (Magdalena);946
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sincelejo, Nuevo Mercado;921
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Socorro (Santander);786
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sogamoso (Boyacá);586
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tunja, Complejo de Servicios del Sur;618
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ubaté (Cundinamarca);668
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Valledupar, Mercabastos;832
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Villavicencio, CAV;862
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Yopal (Casanare);873
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);1010
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Cavasa;733
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Santa Helena;772
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Neiva, Surabastos;784
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Palmira (Valle del Cauca);871
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Tuluá (Valle del Cauca);819
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Ipiales (Nariño), Ipiales somos todos;1036
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Pasto, El Potrerillo;532
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Popayán, Plaza de mercado del barrio Bolívar;834
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Túquerres (Nariño);798
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Arauca (Arauca);920
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Barranquilla, Barranquillita;1116
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Bogotá, D.C., Corabastos;918
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cartagena, Bazurto;1245
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cúcuta, Cenabastos;1188
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Florencia (Caquetá);1207
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Neiva, Surabastos;1559
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Santa Marta (Magdalena);1504
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Sincelejo, Nuevo Mercado;1419
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercabastos;1338
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercado Nuevo;1336
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Bucaramanga, Centroabastos;1538
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Cali, Cavasa;1210
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Ipiales (Nariño), Ipiales somos todos;1197
