Fecha;Grupo;Producto;Mercado;Precio_por_kilogramo
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;La Ceja (Antioquia);2256
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;La Unión (Nariño);2250
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Marinilla (Antioquia);1748
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Medellín, Central Mayorista de Antioquia;1896
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;"Medellín, Plaza Minorista ""José María Villa""";1965
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Pasto, El Potrerillo;1871
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Peñol (Antioquia);1963
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Popayán, Plaza de mercado del barrio Bolívar;2192
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Rionegro (Antioquia);2323
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;San Vicente (Antioquia);1713
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Sogamoso (Boyacá);1850
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Sonsón (Antioquia);1569
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Tuluá (Valle del Cauca);2394
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Tunja, Complejo de Servicios del Sur;1746
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Villavicencio, CAV;1688
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Yopal (Casanare);2552
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Arauca (Arauca);2397
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Armenia, Mercar;2267
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Barranquilla, Barranquillita;5513
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Barranquilla, Granabastos;5022
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Bucaramanga, Centroabastos;1737
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca);2831
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Cartago (Valle del Cauca);2667
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Chiquinquirá (Boyacá);1100
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Cúcuta, Cenabastos;1489
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Ibagué, Plaza La 21;2034
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Ipiales (Nariño), Ipiales somos todos;1631
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;La Unión (Nariño);2200
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Manizales, Centro Galerías;2621
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Montería, Mercado del Sur;2650
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Neiva, Surabastos;2085
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Pamplona (Norte de Santander);995
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Pereira, La 41;2607
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Pereira, Mercasa;2506
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;San Gil (Santander);2193
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Sincelejo, Nuevo Mercado;2718
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Socorro (Santander);2011
1/10/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Tunja, Complejo de Servicios del Sur;1143
1/10/2020;VERDURAS Y HORTALIZAS;Haba verde;Bogotá, D.C., Corabastos;1475
1/10/2020;VERDURAS Y HORTALIZAS;Haba verde;Chiquinquirá (Boyacá);789
1/10/2020;VERDURAS Y HORTALIZAS;Haba verde;Cúcuta, Cenabastos;1310
1/10/2020;VERDURAS Y HORTALIZAS;Haba verde;Duitama (Boyacá);665
1/10/2020;VERDURAS Y HORTALIZAS;Haba verde;Ipiales (Nariño), Ipiales somos todos;357
1/10/2020;VERDURAS Y HORTALIZAS;Haba verde;La Unión (Nariño);733
1/10/2020;VERDURAS Y HORTALIZAS;Haba verde;Pamplona (Norte de Santander);981
1/10/2020;VERDURAS Y HORTALIZAS;Haba verde;Sogamoso (Boyacá);682
1/10/2020;VERDURAS Y HORTALIZAS;Haba verde;Tunja, Complejo de Servicios del Sur;623
1/10/2020;VERDURAS Y HORTALIZAS;Haba verde;Túquerres (Nariño);544
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Arauca (Arauca);3616
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Armenia, Mercar;2933
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Barranquilla, Barranquillita;4365
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Barranquilla, Granabastos;4248
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Bogotá, D.C., Corabastos;2833
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Bucaramanga, Centroabastos;3799
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca);3609
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Cali, Cavasa;3077
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Cali, Santa Helena;2856
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Cartagena, Bazurto;4086
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Cartago (Valle del Cauca);2874
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Chiquinquirá (Boyacá);2822
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Cúcuta, Cenabastos;3643
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;El Santuario (Antioquia);2602
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Florencia (Caquetá);3648
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Ibagué, Plaza La 21;2667
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;La Ceja (Antioquia);3020
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Manizales, Centro Galerías;2358
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Marinilla (Antioquia);2502
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Medellín, Central Mayorista de Antioquia;2723
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;"Medellín, Plaza Minorista ""José María Villa""";2848
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Montería, Mercado del Sur;4042
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Neiva, Surabastos;2979
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Palmira (Valle del Cauca);3120
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Pamplona (Norte de Santander);3552
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Pasto, El Potrerillo;3050
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Pereira, La 41;2609
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Pereira, Mercasa;2465
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Popayán, Plaza de mercado del barrio Bolívar;2572
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Rionegro (Antioquia);3031
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;San Gil (Santander);2985
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Santa Marta (Magdalena);4388
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Sincelejo, Nuevo Mercado;3821
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Socorro (Santander);2500
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Sogamoso (Boyacá);3694
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Tuluá (Valle del Cauca);3164
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Tunja, Complejo de Servicios del Sur;2782
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Ubaté (Cundinamarca);2918
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Valledupar, Mercabastos;4087
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Villavicencio, CAV;2542
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela;Yopal (Casanare);3906
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela larga;Barranquilla, Barranquillita;4562
1/10/2020;VERDURAS Y HORTALIZAS;Habichuela larga;Montería, Mercado del Sur;2810
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Arauca (Arauca);3556
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Armenia, Mercar;1411
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Barranquilla, Barranquillita;2300
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Barranquilla, Granabastos;2242
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Bogotá, D.C., Corabastos;1906
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Bucaramanga, Centroabastos;1724
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca);1470
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Cali, Cavasa;1013
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Cali, Santa Helena;1034
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Cartagena, Bazurto;2230
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Cartago (Valle del Cauca);1915
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Chiquinquirá (Boyacá);1681
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Cúcuta, Cenabastos;1556
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Duitama (Boyacá);1800
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Ibagué, Plaza La 21;1482
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Ipiales (Nariño), Ipiales somos todos;823
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Manizales, Centro Galerías;2228
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Marinilla (Antioquia);1006
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Medellín, Central Mayorista de Antioquia;1013
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;"Medellín, Plaza Minorista ""José María Villa""";931
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Montería, Mercado del Sur;1313
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Neiva, Surabastos;1429
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Palmira (Valle del Cauca);1073
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Pamplona (Norte de Santander);1078
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Pasto, El Potrerillo;1095
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Pereira, La 41;1691
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Pereira, Mercasa;1600
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Popayán, Plaza de mercado del barrio Bolívar;1051
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Rionegro (Antioquia);1259
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;San Gil (Santander);2219
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Santa Marta (Magdalena);2169
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Sincelejo, Nuevo Mercado;1287
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Sogamoso (Boyacá);2033
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Sonsón (Antioquia);1394
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Tuluá (Valle del Cauca);1296
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Tunja, Complejo de Servicios del Sur;1910
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Valledupar, Mercabastos;2242
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Villavicencio, CAV;2027
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga Batavia;Yopal (Casanare);2300
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga crespa verde;Arauca (Arauca);3311
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga crespa verde;Bogotá, D.C., Corabastos;1692
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga crespa verde;Bucaramanga, Centroabastos;3709
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga crespa verde;Cali, Cavasa;2997
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga crespa verde;Cúcuta, Cenabastos;4263
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga crespa verde;Medellín, Central Mayorista de Antioquia;1340
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga crespa verde;"Medellín, Plaza Minorista ""José María Villa""";1083
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga crespa verde;Neiva, Surabastos;3218
1/10/2020;VERDURAS Y HORTALIZAS;Lechuga crespa verde;Villavicencio, CAV;6342
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Arauca (Arauca);1860
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Armenia, Mercar;1569
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Barranquilla, Barranquillita;1440
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Barranquilla, Granabastos;1390
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Bogotá, D.C., Corabastos;2177
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Bucaramanga, Centroabastos;1206
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca);1511
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Cali, Cavasa;1208
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Cali, Santa Helena;1293
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Cartagena, Bazurto;1573
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Cartago (Valle del Cauca);1685
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Cúcuta, Cenabastos;1447
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Florencia (Caquetá);1584
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Ibagué, Plaza La 21;1638
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;La Ceja (Antioquia);1464
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Manizales, Centro Galerías;1314
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Marinilla (Antioquia);1012
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Medellín, Central Mayorista de Antioquia;1594
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;"Medellín, Plaza Minorista ""José María Villa""";1400
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Montería, Mercado del Sur;1246
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Neiva, Surabastos;1587
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Palmira (Valle del Cauca);1309
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Pamplona (Norte de Santander);1440
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Pasto, El Potrerillo;2121
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Pereira, La 41;1520
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Pereira, Mercasa;1409
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Popayán, Plaza de mercado del barrio Bolívar;1137
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Rionegro (Antioquia);1201
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;San Gil (Santander);1123
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Santa Marta (Magdalena);1568
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Sincelejo, Nuevo Mercado;1316
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Socorro (Santander);1035
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Sogamoso (Boyacá);762
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Sonsón (Antioquia);1133
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Tuluá (Valle del Cauca);1463
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Tunja, Complejo de Servicios del Sur;1245
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Valledupar, Mercabastos;1392
1/10/2020;VERDURAS Y HORTALIZAS;Pepino cohombro;Villavicencio, CAV;1809
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Bogotá, D.C., Corabastos;1375
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Chiquinquirá (Boyacá);1309
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Duitama (Boyacá);1117
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Ibagué, Plaza La 21;1421
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Medellín, Central Mayorista de Antioquia;2557
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Neiva, Surabastos;1196
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;San Gil (Santander);1147
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Sogamoso (Boyacá);1086
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Tunja, Complejo de Servicios del Sur;985
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Ubaté (Cundinamarca);1183
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Villavicencio, CAV;1449
1/10/2020;VERDURAS Y HORTALIZAS;Pepino de rellenar;Yopal (Casanare);1863
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Arauca (Arauca);4861
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Armenia, Mercar;10490
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Barranquilla, Barranquillita;7977
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Bogotá, D.C., Corabastos;9471
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Bucaramanga, Centroabastos;3855
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Chiquinquirá (Boyacá);2681
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Cúcuta, Cenabastos;7561
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Duitama (Boyacá);2620
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Ibagué, Plaza La 21;8319
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Ipiales (Nariño), Ipiales somos todos;3958
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Manizales, Centro Galerías;4000
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Medellín, Central Mayorista de Antioquia;6200
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;"Medellín, Plaza Minorista ""José María Villa""";4337
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Neiva, Surabastos;10032
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Pamplona (Norte de Santander);2717
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Pasto, El Potrerillo;5982
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;San Gil (Santander);4000
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Sogamoso (Boyacá);2983
1/10/2020;VERDURAS Y HORTALIZAS;Perejil;Tunja, Complejo de Servicios del Sur;3175
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Arauca (Arauca);3907
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Armenia, Mercar;3111
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Barranquilla, Barranquillita;1848
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Barranquilla, Granabastos;1921
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Bogotá, D.C., Corabastos;3182
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Bucaramanga, Centroabastos;3232
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca);2698
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Cali, Cavasa;2281
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Cali, Santa Helena;2012
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Cartagena, Bazurto;3264
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Cartago (Valle del Cauca);2859
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Chiquinquirá (Boyacá);1897
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Cúcuta, Cenabastos;3029
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Duitama (Boyacá);2230
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Florencia (Caquetá);2414
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Ibagué, Plaza La 21;2649
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;La Ceja (Antioquia);2355
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Manizales, Centro Galerías;2208
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Marinilla (Antioquia);1965
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Medellín, Central Mayorista de Antioquia;2727
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;"Medellín, Plaza Minorista ""José María Villa""";2487
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Montería, Mercado del Sur;2896
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Neiva, Surabastos;2195
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Palmira (Valle del Cauca);2339
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Pamplona (Norte de Santander);3041
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Pasto, El Potrerillo;2271
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Peñol (Antioquia);1804
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Pereira, La 41;2742
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Pereira, Mercasa;2663
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Popayán, Plaza de mercado del barrio Bolívar;2111
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Rionegro (Antioquia);2354
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;San Gil (Santander);1963
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Santa Marta (Magdalena);2009
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Sincelejo, Nuevo Mercado;2750
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Socorro (Santander);1971
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Sogamoso (Boyacá);2109
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Sonsón (Antioquia);2208
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Tuluá (Valle del Cauca);2515
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Tunja, Complejo de Servicios del Sur;2218
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Ubaté (Cundinamarca);3133
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Valledupar, Mercabastos;3237
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Valledupar, Mercado Nuevo;3269
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Villavicencio, CAV;2809
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón;Yopal (Casanare);2733
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón verde;Bucaramanga, Centroabastos;1092
1/10/2020;VERDURAS Y HORTALIZAS;Pimentón verde;Medellín, Central Mayorista de Antioquia;3085
1/10/2020;VERDURAS Y HORTALIZAS;Rábano rojo;Armenia, Mercar;2042
1/10/2020;VERDURAS Y HORTALIZAS;Rábano rojo;Barranquilla, Barranquillita;5585
1/10/2020;VERDURAS Y HORTALIZAS;Rábano rojo;Bogotá, D.C., Corabastos;1013
1/10/2020;VERDURAS Y HORTALIZAS;Rábano rojo;Bucaramanga, Centroabastos;4033
1/10/2020;VERDURAS Y HORTALIZAS;Rábano rojo;Manizales, Centro Galerías;3874
1/10/2020;VERDURAS Y HORTALIZAS;Rábano rojo;Medellín, Central Mayorista de Antioquia;2000
1/10/2020;VERDURAS Y HORTALIZAS;Rábano rojo;Neiva, Surabastos;3307
1/10/2020;VERDURAS Y HORTALIZAS;Rábano rojo;Pasto, El Potrerillo;4827
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Arauca (Arauca);2330
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Armenia, Mercar;2145
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Barranquilla, Barranquillita;1949
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Barranquilla, Granabastos;1882
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Bogotá, D.C., Corabastos;1734
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Bucaramanga, Centroabastos;2200
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Cartagena, Bazurto;1781
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Chiquinquirá (Boyacá);2033
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Duitama (Boyacá);2023
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;El Santuario (Antioquia);1432
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Florencia (Caquetá);2198
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Ibagué, Plaza La 21;1689
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Ipiales (Nariño), Ipiales somos todos;997
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;La Ceja (Antioquia);1905
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Manizales, Centro Galerías;3076
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Medellín, Central Mayorista de Antioquia;1456
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;"Medellín, Plaza Minorista ""José María Villa""";1579
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Montería, Mercado del Sur;2165
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Neiva, Surabastos;2147
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Pereira, Mercasa;1968
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Rionegro (Antioquia);1673
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;San Gil (Santander);2590
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Santa Marta (Magdalena);2062
1/10/2020;VERDURAS Y HORTALIZAS;Remolacha;Sincelejo, Nuevo Mercado;2170
